id	Case_no	Accession	Host	Sample_type	Preferred_date	Date_source	Barangay	Municipality	Municipality_std	Province	Province_std	Region	Region_std	Latitude	Longitude	Source	Author	Pubmed	Genome_coverage	Host_scientific	Host_common	Host_type	Major_Island	seq_name	phylogenetic_clade	decimal_date
OR971619__20-aug-2021	NA	OR971619	Canis lupus familiaris	brain	44428	date_collected	Dalwangan	Malaybalay city	Bukidnon-Malaybalay City	Bukidnon	Bukidnon	Region X (Northern Mindanao)	Region X (Northern Mindanao)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99949715	Canis lupus familiaris	Dog	Domestic	Mindanao	OR971619	AL_Asian_SEA4	2021.63288
OR971618__23-aug-2021	NA	OR971618	Canis lupus familiaris	brain	44431	date_collected	Bugo	Cagayan de oro city	Misamis Oriental-Cagayan de Oro City	Misamis Oriental	Misamis Oriental	Region X (Northern Mindanao)	Region X (Northern Mindanao)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99949715	Canis lupus familiaris	Dog	Domestic	Mindanao	OR971618	AL_Asian_SEA4	2021.6411
OR971617__27-sep-2021	NA	OR971617	Canis lupus familiaris	brain	44466	date_collected	Poblacion	Manticao	Misamis Oriental-Initao	Misamis Oriental	Misamis Oriental	Region X (Northern Mindanao)	Region X (Northern Mindanao)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99941334	Canis lupus familiaris	Dog	Domestic	Mindanao	OR971617	AL_Asian_SEA4	2021.73699
OR971616__06-sep-2021	NA	OR971616	Canis lupus familiaris	brain	44445	date_collected	Carmen	Cagayan de oro city	Misamis Oriental-Cagayan de Oro City	Misamis Oriental	Misamis Oriental	Region X (Northern Mindanao)	Region X (Northern Mindanao)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99941334	Canis lupus familiaris	Dog	Domestic	Mindanao	OR971616	AL_Asian_SEA4	2021.67945
OR971615__27-dec-2019	NA	OR971615	Canis lupus familiaris	brain	43826	date_collected	San alonzo	Balingoan	Misamis Oriental-Balingoan	Misamis Oriental	Misamis Oriental	Region X (Northern Mindanao)	Region X (Northern Mindanao)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99941334	Canis lupus familiaris	Dog	Domestic	Mindanao	OR971615	AL_Asian_SEA4	2019.9863
OR971614__16-dec-2019	NA	OR971614	Canis lupus familiaris	brain	43815	date_collected	Poblacion 2	Villanueva	Misamis Oriental-Villanueva	Misamis Oriental	Misamis Oriental	Region X (Northern Mindanao)	Region X (Northern Mindanao)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99941334	Canis lupus familiaris	Dog	Domestic	Mindanao	OR971614	AL_Asian_SEA4	2019.95616
OR971613__16-dec-2019	NA	OR971613	Canis lupus familiaris	brain	43815	date_collected	Molugan	El salvador	Misamis Oriental-Opol	Misamis Oriental	Misamis Oriental	Region X (Northern Mindanao)	Region X (Northern Mindanao)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99932953	Canis lupus familiaris	Dog	Domestic	Mindanao	OR971613	AL_Asian_SEA4	2019.95616
OR971612__04-dec-2019	NA	OR971612	Canis lupus familiaris	brain	43803	date_collected	-	Iligan	Lanao del Norte-Lala	Lanao del Norte	Lanao del Norte	Region X (Northern Mindanao)	Region X (Northern Mindanao)	NA	NA	vgtk; raddl_correction; manual_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99941334	Canis lupus familiaris	Dog	Domestic	Mindanao	OR971612	AL_Asian_SEA4	2019.92329
OR971611__04-dec-2019	NA	OR971611	Canis lupus familiaris	brain	43803	date_collected	Bagong dawis	Iligan	Lanao del Norte-Lala	Lanao del Norte	Lanao del Norte	Region X (Northern Mindanao)	Region X (Northern Mindanao)	NA	NA	vgtk; raddl_correction; manual_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99958096	Canis lupus familiaris	Dog	Domestic	Mindanao	OR971611	AL_Asian_SEA4	2019.92329
OR971610__04-dec-2019	NA	OR971610	Canis lupus familiaris	brain	43803	date_collected	Kauswagan	Cagayan de oro city	Misamis Oriental-Cagayan de Oro City	Misamis Oriental	Misamis Oriental	Region X (Northern Mindanao)	Region X (Northern Mindanao)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99941334	Canis lupus familiaris	Dog	Domestic	Mindanao	OR971610	AL_Asian_SEA4	2019.92329
OR971609__28-nov-2019	NA	OR971609	Canis lupus familiaris	brain	43797	date_collected	-	City of malaybalay	Bukidnon-Malaybalay City	Bukidnon	Bukidnon	Region X (Northern Mindanao)	Region X (Northern Mindanao)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99958096	Canis lupus familiaris	Dog	Domestic	Mindanao	OR971609	AL_Asian_SEA4	2019.90685
OR971608__25-nov-2019	NA	OR971608	Canis lupus familiaris	brain	43794	date_collected	Carmen	Cagayan de oro city	Misamis Oriental-Cagayan de Oro City	Misamis Oriental	Misamis Oriental	Region X (Northern Mindanao)	Region X (Northern Mindanao)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99932953	Canis lupus familiaris	Dog	Domestic	Mindanao	OR971608	AL_Asian_SEA4	2019.89863
OR971607__11-nov-2019	NA	OR971607	Canis lupus familiaris	brain	43780	date_collected	Lumbia	Cagayan de oro city	Misamis Oriental-Cagayan de Oro City	Misamis Oriental	Misamis Oriental	Region X (Northern Mindanao)	Region X (Northern Mindanao)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99932953	Canis lupus familiaris	Dog	Domestic	Mindanao	OR971607	AL_Asian_SEA4	2019.86027
OR971606__09-nov-2019	NA	OR971606	Canis lupus familiaris	brain	43778	date_collected	North poblacion	Maramag	Bukidnon-Maramag	Bukidnon	Bukidnon	Region X (Northern Mindanao)	Region X (Northern Mindanao)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99941334	Canis lupus familiaris	Dog	Domestic	Mindanao	OR971606	AL_Asian_SEA4	2019.85479
OR971605__08-nov-2019	NA	OR971605	Canis lupus familiaris	brain	43777	date_collected	Abuno	Iligan	Lanao del Norte-Lala	Lanao del Norte	Lanao del Norte	Region X (Northern Mindanao)	Region X (Northern Mindanao)	NA	NA	vgtk; raddl_correction; manual_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99941334	Canis lupus familiaris	Dog	Domestic	Mindanao	OR971605	AL_Asian_SEA4	2019.85205
OR971604__07-nov-2019	NA	OR971604	Canis lupus familiaris	brain	43776	date_collected	-	NA	NA	Bukidnon	Bukidnon	Region X (Northern Mindanao)	Region X (Northern Mindanao)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99949715	Canis lupus familiaris	Dog	Domestic	Mindanao	OR971604	AL_Asian_SEA4	2019.84932
OR971603__21-oct-2019	NA	OR971603	Canis lupus familiaris	brain	43759	date_collected	Del carmen	Iligan	Lanao del Norte-Lala	Lanao del Norte	Lanao del Norte	Region X (Northern Mindanao)	Region X (Northern Mindanao)	NA	NA	vgtk; raddl_correction; manual_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99941334	Canis lupus familiaris	Dog	Domestic	Mindanao	OR971603	AL_Asian_SEA4	2019.80274
OR971602__14-oct-2019	NA	OR971602	Canis lupus familiaris	brain	43752	date_collected	Canito-an	Cagayan de oro city	Misamis Oriental-Cagayan de Oro City	Misamis Oriental	Misamis Oriental	Region X (Northern Mindanao)	Region X (Northern Mindanao)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99949715	Canis lupus familiaris	Dog	Domestic	Mindanao	OR971602	AL_Asian_SEA4	2019.78356
OR971601__11-oct-2019	NA	OR971601	Canis lupus familiaris	brain	43749	date_collected	Dologon	Maramag	Bukidnon-Maramag	Bukidnon	Bukidnon	Region X (Northern Mindanao)	Region X (Northern Mindanao)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99941334	Canis lupus familiaris	Dog	Domestic	Mindanao	OR971601	AL_Asian_SEA4	2019.77534
OR971600__12-sep-2019	NA	OR971600	Canis lupus familiaris	brain	43720	date_collected	Sinaloc	El salvador	Misamis Oriental-Opol	Misamis Oriental	Misamis Oriental	Region X (Northern Mindanao)	Region X (Northern Mindanao)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99932953	Canis lupus familiaris	Dog	Domestic	Mindanao	OR971600	AL_Asian_SEA4	2019.69589
OR971599__12-Sep-2021	NA	OR971599	Canis lupus familiaris	brain	44451	date_collected	Lopoc (pob.)	Labason	Zamboanga del Norte-Labason	Zamboanga del Norte	Zamboanga del Norte	Region IX (Zamboanga Peninsula)	Region IX (Zamboanga Peninsula)	NA	NA	vgtk; raddl_correction; manual_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99941334	Canis lupus familiaris	Dog	Domestic	Mindanao	OR971599	AL_Asian_SEA4	2021.69589
OR971598__10-Dec-2021	NA	OR971598	Canis lupus familiaris	brain	44540	date_collected	Mahayahay	Dumingag	Zamboanga del Sur-Bayog	Zamboanga del Sur	Zamboanga del Sur	Region IX (Zamboanga Peninsula)	Region IX (Zamboanga Peninsula)	NA	NA	vgtk; raddl_correction; manual_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99966477	Canis lupus familiaris	Dog	Domestic	Mindanao	OR971598	AL_Asian_SEA4	2021.93973
OR971597__10-Jul-2021	NA	OR971597	Canis lupus familiaris	brain	44387	date_collected	Pangi	Ipil	Zamboanga Sibugay-Ipil	Zamboanga Sibugay	Zamboanga Sibugay	Region IX (Zamboanga Peninsula)	Region IX (Zamboanga Peninsula)	NA	NA	vgtk; raddl_correction; manual_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99958096	Canis lupus familiaris	Dog	Domestic	Mindanao	OR971597	AL_Asian_SEA4	2021.52055
OR971596__27-Aug-2021	NA	OR971596	Canis lupus familiaris	brain	44435	date_collected	Canelar	Zamboanga city	Zamboanga del Sur-Bayog	Zamboanga del Sur	Zamboanga del Sur	Region IX (Zamboanga Peninsula)	Region IX (Zamboanga Peninsula)	NA	NA	vgtk; raddl_correction; manual_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99958096	Canis lupus familiaris	Dog	Domestic	Mindanao	OR971596	AL_Asian_SEA4	2021.65205
OR971595__23-Aug-2021	NA	OR971595	Canis lupus familiaris	brain	44431	date_collected	Cogon	Vicenzo sagun	Zamboanga del Sur-Bayog	Zamboanga del Sur	Zamboanga del Sur	Region IX (Zamboanga Peninsula)	Region IX (Zamboanga Peninsula)	NA	NA	vgtk; raddl_correction; manual_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99958096	Canis lupus familiaris	Dog	Domestic	Mindanao	OR971595	AL_Asian_SEA4	2021.6411
MN857171__06-May-2019	NA	MN857171	feline		43591	date_collected	NA	San Miguel	Bulacan-San Miguel	Bulacan	Bulacan	Central Luzon	Region III (Central Luzon)	NA	NA	vgtk; manual_correction	"Ubaldo,F.P.J.R., Cruz,J.L., Gonzales,R.M.C., Legaspi,C.F., Maravilla,J.L."	NA	0.99916192	Felis catus	Cat	Domestic	Luzon	MN857171	AL_Asian_SEA4	2019.34247
MN857170__27-May-2019	NA	MN857170	canine		43612	date_collected	NA	Angono	Rizal-Angono	Rizal	Rizal	Region IV-A (Calabarzon)	Region IV-A (Calabarzon)	NA	NA	vgtk; manual_correction	"Ubaldo,F.P.J.R., Cruz,J.L., Gonzales,R.M.C., Legaspi,C.F., Maravilla,J.L."	NA	0.99916192	Canis lupus familiaris	Dog	Domestic	Luzon	MN857170	AL_Asian_SEA4	2019.4
MN857169__31-May-2019	NA	MN857169	canine		43616	date_collected	NA	Pasay City	Metropolitan Manila-Pasay City	Metropolitan Manila	Metropolitan Manila	National Capital Region (NCR)	National Capital Region (NCR)	NA	NA	vgtk; manual_correction	"Ubaldo,F.P.J.R., Cruz,J.L., Gonzales,R.M.C., Legaspi,C.F., Maravilla,J.L."	NA	0.99916192	Canis lupus familiaris	Dog	Domestic	Luzon	MN857169	AL_Asian_SEA4	2019.41096
MN857168__28-May-2019	NA	MN857168	canine		43613	date_collected	NA	Quezon City	Metropolitan Manila-Quezon City	Metropolitan Manila	Metropolitan Manila	National Capital Region (NCR)	National Capital Region (NCR)	NA	NA	vgtk; manual_correction	"Ubaldo,F.P.J.R., Cruz,J.L., Gonzales,R.M.C., Legaspi,C.F., Maravilla,J.L."	NA	0.99916192	Canis lupus familiaris	Dog	Domestic	Luzon	MN857168	AL_Asian_SEA4	2019.40274
MN857167__26-Jun-2019	NA	MN857167	canine		43642	date_collected	NA	Caloocan City	Metropolitan Manila-Taguig	Metropolitan Manila	Metropolitan Manila	National Capital Region (NCR)	National Capital Region (NCR)	NA	NA	vgtk; manual_correction	"Ubaldo,F.P.J.R., Cruz,J.L., Gonzales,R.M.C., Legaspi,C.F., Maravilla,J.L."	NA	0.99916192	Canis lupus familiaris	Dog	Domestic	Luzon	MN857167	AL_Asian_SEA4	2019.48219
OR971594__20-Aug-2021	NA	OR971594	Canis lupus familiaris	brain	44428	date_collected	Calarian	Zamboanga city	Zamboanga del Sur-Bayog	Zamboanga del Sur	Zamboanga del Sur	Region IX (Zamboanga Peninsula)	Region IX (Zamboanga Peninsula)	NA	NA	vgtk; raddl_correction; manual_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99949715	Canis lupus familiaris	Dog	Domestic	Mindanao	OR971594	AL_Asian_SEA4	2021.63288
OR971593__05-Jan-2021	NA	OR971593	Canis lupus familiaris	brain	44201	date_collected	Mercedes	Zamboanga city	Zamboanga del Sur-Bayog	Zamboanga del Sur	Zamboanga del Sur	Region IX (Zamboanga Peninsula)	Region IX (Zamboanga Peninsula)	NA	NA	vgtk; raddl_correction; manual_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99966477	Canis lupus familiaris	Dog	Domestic	Mindanao	OR971593	AL_Asian_SEA4	2021.01096
OR971592__09-Oct-2019	NA	OR971592	Canis lupus familiaris	brain	43747	date_collected	Dicayas	Dipolog city	Zamboanga del Norte-Dipolog City	Zamboanga del Norte	Zamboanga del Norte	Region IX (Zamboanga Peninsula)	Region IX (Zamboanga Peninsula)	NA	NA	vgtk; raddl_correction; manual_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99932953	Canis lupus familiaris	Dog	Domestic	Mindanao	OR971592	AL_Asian_SEA4	2019.76986
OR971591__26-apr-2021	NA	OR971591	Canis lupus familiaris	brain	44312	date_collected	Carmen	Calbayog city	Eastern Samar-Oras	Samar (Western Samar)	Eastern Samar	Region VIII (Eastern Visayas)	Region VIII (Eastern Visayas)	NA	NA	vgtk; raddl_correction; manual_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99916192	Canis lupus familiaris	Dog	Domestic	Visayas	OR971591	AL_Asian_SEA4	2021.31507
OR971590__22-apr-2021	NA	OR971590	Canis lupus familiaris	brain	44308	date_collected	Manlabang	Caibiran	Biliran-Caibiran	Biliran	Biliran	Region VIII (Eastern Visayas)	Region VIII (Eastern Visayas)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99966477	Canis lupus familiaris	Dog	Domestic	Visayas	OR971590	AL_Asian_SEA4	2021.30411
OR971589__15-apr-2021	NA	OR971589	Canis lupus familiaris	brain	44301	date_collected	Santo niño	Villareal	Eastern Samar-Oras	Samar (Western Samar)	Eastern Samar	Region VIII (Eastern Visayas)	Region VIII (Eastern Visayas)	NA	NA	vgtk; raddl_correction; manual_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99966477	Canis lupus familiaris	Dog	Domestic	Visayas	OR971589	AL_Asian_SEA4	2021.28493
OR971588__08-apr-2021	NA	OR971588	Canis lupus familiaris	brain	44294	date_collected	Maria clara	City of maasin	Southern Leyte-Liloan	Southern leyte	Southern Leyte	Region VIII (Eastern Visayas)	Region VIII (Eastern Visayas)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99932953	Canis lupus familiaris	Dog	Domestic	Visayas	OR971588	AL_Asian_SEA4	2021.26575
OR971587__30-mar-2021	NA	OR971587	Canis lupus familiaris	brain	44285	date_collected	Liberty	Hilongos	Leyte-Hilongos	Leyte	Leyte	Region VIII (Eastern Visayas)	Region VIII (Eastern Visayas)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99932953	Canis lupus familiaris	Dog	Domestic	Visayas	OR971587	AL_Asian_SEA4	2021.2411
OR971586__23-mar-2021	NA	OR971586	Canis lupus familiaris	brain	44278	date_collected	Alegria	Caibiran	Biliran-Caibiran	Biliran	Biliran	Region VIII (Eastern Visayas)	Region VIII (Eastern Visayas)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99966477	Canis lupus familiaris	Dog	Domestic	Visayas	OR971586	AL_Asian_SEA4	2021.22192
OR971585__26-feb-2021	NA	OR971585	Canis lupus familiaris	brain	44253	date_collected	Balite	Kawayan	Biliran-Kawayan	Biliran	Biliran	Region VIII (Eastern Visayas)	Region VIII (Eastern Visayas)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99966477	Canis lupus familiaris	Dog	Domestic	Visayas	OR971585	AL_Asian_SEA4	2021.15342
OR971584__26-feb-2021	NA	OR971584	Canis lupus familiaris	brain	44253	date_collected	Caulangohan (marevil)	Caibiran	Biliran-Caibiran	Biliran	Biliran	Region VIII (Eastern Visayas)	Region VIII (Eastern Visayas)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99966477	Canis lupus familiaris	Dog	Domestic	Visayas	OR971584	AL_Asian_SEA4	2021.15342
OR971577__28-Feb-2022	NA	OR971577	Canis lupus familiaris	brain	44620	date_collected	NA	NA	NA	Cebu	Cebu	Region VII (Central Visayas)	Region VII (Central Visayas)	NA	NA	vgtk	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99924573	Canis lupus familiaris	Dog	Domestic	Visayas	OR971577	AL_Asian_SEA4	2022.1589
OR971576__21-Feb-2022	NA	OR971576	Canis lupus familiaris	brain	44613	date_collected	NA	NA	NA	Cebu	Cebu	Region VII (Central Visayas)	Region VII (Central Visayas)	NA	NA	vgtk	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99916192	Canis lupus familiaris	Dog	Domestic	Visayas	OR971576	AL_Asian_SEA4	2022.13973
OR971575__15-Feb-2022	NA	OR971575	Canis lupus familiaris	brain	44607	date_collected	NA	NA	NA	Cebu	Cebu	Region VII (Central Visayas)	Region VII (Central Visayas)	NA	NA	vgtk	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99966477	Canis lupus familiaris	Dog	Domestic	Visayas	OR971575	AL_Asian_SEA4	2022.12329
OR971574__14-Feb-2022	NA	OR971574	Canis lupus familiaris	brain	44606	date_collected	NA	NA	NA	Cebu	Cebu	Region VII (Central Visayas)	Region VII (Central Visayas)	NA	NA	vgtk	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99932953	Canis lupus familiaris	Dog	Domestic	Visayas	OR971574	AL_Asian_SEA4	2022.12055
OR971573__02-Aug-2022	NA	OR971573	Canis lupus familiaris	brain	44775	date_collected	NA	NA	NA	Cebu	Cebu	Region VII (Central Visayas)	Region VII (Central Visayas)	NA	NA	vgtk	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99924573	Canis lupus familiaris	Dog	Domestic	Visayas	OR971573	AL_Asian_SEA4	2022.58356
OR971572__26-Jan-2022	NA	OR971572	Canis lupus familiaris	brain	44587	date_collected	NA	NA	NA	Cebu	Cebu	Region VII (Central Visayas)	Region VII (Central Visayas)	NA	NA	vgtk	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99924573	Canis lupus familiaris	Dog	Domestic	Visayas	OR971572	AL_Asian_SEA4	2022.06849
OR971571__01-Jul-2022	NA	OR971571	Canis lupus familiaris	brain	44743	date_collected	NA	NA	NA	Cebu	Cebu	Region VII (Central Visayas)	Region VII (Central Visayas)	NA	NA	vgtk	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99966477	Canis lupus familiaris	Dog	Domestic	Visayas	OR971571	AL_Asian_SEA4	2022.49589
OR971570__22-Nov-2021	NA	OR971570	Canis lupus familiaris	brain	44522	date_collected	NA	NA	NA	Cebu	Cebu	Region VII (Central Visayas)	Region VII (Central Visayas)	NA	NA	vgtk	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99924573	Canis lupus familiaris	Dog	Domestic	Visayas	OR971570	AL_Asian_SEA4	2021.89041
OR971569__22-Nov-2021	NA	OR971569	Canis lupus familiaris	brain	44522	date_collected	NA	NA	NA	Cebu	Cebu	Region VII (Central Visayas)	Region VII (Central Visayas)	NA	NA	vgtk	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99924573	Canis lupus familiaris	Dog	Domestic	Visayas	OR971569	AL_Asian_SEA4	2021.89041
OR971568__11-Dec-2021	NA	OR971568	Canis lupus familiaris	brain	44541	date_collected	NA	NA	NA	Cebu	Cebu	Region VII (Central Visayas)	Region VII (Central Visayas)	NA	NA	vgtk	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99966477	Canis lupus familiaris	Dog	Domestic	Visayas	OR971568	AL_Asian_SEA4	2021.94247
OR971567__11-Oct-2021	NA	OR971567	Canis lupus familiaris	brain	44480	date_collected	NA	NA	NA	Cebu	Cebu	Region VII (Central Visayas)	Region VII (Central Visayas)	NA	NA	vgtk	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99916192	Canis lupus familiaris	Dog	Domestic	Visayas	OR971567	AL_Asian_SEA4	2021.77534
OR971566__11-Sep-2021	NA	OR971566	Canis lupus familiaris	brain	44450	date_collected	NA	NA	NA	Cebu	Cebu	Region VII (Central Visayas)	Region VII (Central Visayas)	NA	NA	vgtk	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99932953	Canis lupus familiaris	Dog	Domestic	Visayas	OR971566	AL_Asian_SEA4	2021.69315
OR971565__11-Sep-2021	NA	OR971565	Canis lupus familiaris	brain	44450	date_collected	NA	NA	NA	Cebu	Cebu	Region VII (Central Visayas)	Region VII (Central Visayas)	NA	NA	vgtk	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99924573	Canis lupus familiaris	Dog	Domestic	Visayas	OR971565	AL_Asian_SEA4	2021.69315
OR971564__11-Sep-2021	NA	OR971564	Canis lupus familiaris	brain	44450	date_collected	NA	NA	NA	Cebu	Cebu	Region VII (Central Visayas)	Region VII (Central Visayas)	NA	NA	vgtk	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99966477	Canis lupus familiaris	Dog	Domestic	Visayas	OR971564	AL_Asian_SEA4	2021.69315
OR971563__26-Oct-2021	NA	OR971563	Canis lupus familiaris	brain	44495	date_collected	NA	NA	NA	Cebu	Cebu	Region VII (Central Visayas)	Region VII (Central Visayas)	NA	NA	vgtk	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99924573	Canis lupus familiaris	Dog	Domestic	Visayas	OR971563	AL_Asian_SEA4	2021.81644
OR971562__21-Oct-2021	NA	OR971562	Canis lupus familiaris	brain	44490	date_collected	NA	NA	NA	Cebu	Cebu	Region VII (Central Visayas)	Region VII (Central Visayas)	NA	NA	vgtk	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99966477	Canis lupus familiaris	Dog	Domestic	Visayas	OR971562	AL_Asian_SEA4	2021.80274
OR971561__18-Oct-2021	NA	OR971561	Canis lupus familiaris	brain	44487	date_collected	NA	NA	NA	Cebu	Cebu	Region VII (Central Visayas)	Region VII (Central Visayas)	NA	NA	vgtk	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99924573	Canis lupus familiaris	Dog	Domestic	Visayas	OR971561	AL_Asian_SEA4	2021.79452
OR971560__13-Oct-2021	NA	OR971560	Canis lupus familiaris	brain	44482	date_collected	NA	NA	NA	Cebu	Cebu	Region VII (Central Visayas)	Region VII (Central Visayas)	NA	NA	vgtk	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99916192	Canis lupus familiaris	Dog	Domestic	Visayas	OR971560	AL_Asian_SEA4	2021.78082
OR971559__13-Oct-2021	NA	OR971559	Canis lupus familiaris	brain	44482	date_collected	NA	NA	NA	Cebu	Cebu	Region VII (Central Visayas)	Region VII (Central Visayas)	NA	NA	vgtk	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99966477	Canis lupus familiaris	Dog	Domestic	Visayas	OR971559	AL_Asian_SEA4	2021.78082
OR971558__12-sep-2021	NA	OR971558	Canis lupus familiaris	brain	44451	date_collected	San rafael mandurriao	Iloilo city	Iloilo-Ajuy	Iloilo	Iloilo	Region VI (Western Visayas)	Region VI (Western Visayas)	NA	NA	vgtk; raddl_correction	"Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D."	NA	0.99941334	Canis lupus familiaris	Dog	Domestic	Visayas	OR971558	AL_Asian_SEA4	2021.69589
