sample_id,redcap_repeat_instrument,redcap_repeat_instance,sample_labid,sample_sequenceid,sample_batchid,apha_sub,apha_rv,sample_tissuetype,sample_buffer,country,hmpcr_n405,rtassay,rtqpcr,lateral_flow_test,fat,drit,diagnostic_result,test_centre,diag_notes,diagnostic_complete,ngs_runid,duplicate_id,ngs_rundate,ngs_location,ngs_provider,ngs_submission,ngs_platform,primer_scheme,nanopore_platform,ngs_flowcell,illumina_platform,ngs_prep,ngs_barcode,ngs_library,ngs_analysis_type,ngs_merged_from,total_reads,mapped_reads,mean_depth,stdev_depth,median_depth,minimum_reads,maximum_reads,genomecov_depthx1,genomecov_depthx5,genomecov_depthx20,genomecov_depthx100,negative_control_sample,genbank_accession,consensus_coverage,consensus_fasta,ngs_notes,sequencing_complete
R9-074,sequencing,1,,,,,,,,,,,,,,,,,,,run5_21,1,1/3/22,RITM,,,Nanopore,rabvSEasia,Minion,FAQ67517,,Amplicon,barcode15,,Single_run,,63092,63092,2972.659403,1326.172705,2926,0,7088,11899,11885,11677,11676,No,,11585,R9-074__run5_21__instance1.fasta,,2
R9-089,,,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R9-089,sequencing,1,,,,,,,,,,,,,,,,,,,run5_21,1,1/3/22,RITM,,,Nanopore,rabvSEasia,Minion,FAQ67517,,Amplicon,barcode16,,Single_run,,109806,109806,3810.859621,2448.353901,3877,0,9691,11886,11885,11480,11137,No,,11291,R9-089__run5_21__instance1.fasta,,2
R9-105,,,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R9-105,sequencing,1,,,,,,,,,,,,,,,,,,,run5_21,1,1/3/22,RITM,,,Nanopore,rabvSEasia,Minion,FAQ67517,,Amplicon,barcode17,,Single_run,,41899,41899,2224.175243,908.1496533,2210,0,4646,11891,11886,11885,11676,No,,11734,R9-105__run5_21__instance1.fasta,,2
R10-688,,,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R10-688,sequencing,1,,,,,,,,,,,,,,,,,,,run3_22,1,4/11/22,RITM,,,Nanopore,rabvSEasia,Minion,FAU42532,,Amplicon,barcode63,,Single_run,,21710,21710,1010.325679,448.1341418,1056,0,2232,11690,11678,11675,11474,No,,11560,R10-688__run3_22__instance1.fasta,,2
R10-711,,,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R10-711,sequencing,1,,,,,,,,,,,,,,,,,,,run3_22,1,4/11/22,RITM,,,Nanopore,rabvSEasia,Minion,FAU42532,,Amplicon,barcode65,,Single_run,,24065,24065,938.4233155,478.3338488,969,0,2383,11704,11698,11498,11483,No,,11330,R10-711__run3_22__instance1.fasta,,2
R10-714,,,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R10-714,sequencing,1,,,,,,,,,,,,,,,,,,,run5_21,1,1/3/22,RITM,,,Nanopore,rabvSEasia,Minion,FAQ67517,,Amplicon,barcode18,,Single_run,,30540,30540,1827.797016,816.4748489,1858,0,3500,11677,11676,11676,11676,No,,11550,R10-714__run5_21__instance1.fasta,,2
R10-824,,,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R10-824,sequencing,1,,,,,,,,,,,,,,,,,,,run3_22,1,4/11/22,RITM,,,Nanopore,rabvSEasia,Minion,FAU42532,,Amplicon,barcode66,,Single_run,,11985,11985,581.1174992,270.7452706,577,0,1216,11683,11677,11674,11456,No,,11476,R10-824__run3_22__instance1.fasta,,2
R10-856,,,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R10-856,sequencing,1,,,,,,,,,,,,,,,,,,,run3_22,1,4/11/22,RITM,,,Nanopore,rabvSEasia,Minion,FAU42532,,Amplicon,barcode64,,Single_run,,22239,22239,914.2749749,474.0289324,940,0,2459,11690,11677,11475,11417,No,,11281,R10-856__run3_22__instance1.fasta,,2
R10-907,,,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R10-907,sequencing,1,,,,,,,,,,,,,,,,,,,run5_21,1,1/3/22,RITM,,,Nanopore,rabvSEasia,Minion,FAQ67517,,Amplicon,barcode19,,Single_run,,47361,47361,2457.926835,989.8736028,2419,0,5064,11699,11683,11676,11676,No,,11558,R10-907__run5_21__instance1.fasta,,2
R10-920,,,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R10-920,sequencing,1,,,,,,,,,,,,,,,,,,,run3_21,1,17/02/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAQ67614,,Amplicon,barcode85,,Single_run,,51668,51668,2957.091016,1137.177129,2903.5,0,5537,11766,11679,11676,11676,No,,11572,R10-920__run3_21__instance1.fasta,,2
R10-989,,,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R10-989,sequencing,1,,,,,,,,,,,,,,,,,,,run3_22,1,4/11/22,RITM,,,Nanopore,rabvSEasia,Minion,FAU42532,,Amplicon,barcode67,,Single_run,,16112,16112,712.6129735,363.2364522,711,0,1812,11872,11677,11648,11179,No,,11337,R10-989__run3_22__instance1.fasta,,2
R10-990,,,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R10-990,sequencing,1,,,,,,,,,,,,,,,,,,,run3_22,1,4/11/22,RITM,,,Nanopore,rabvSEasia,Minion,FAU42532,,Amplicon,barcode68,,Single_run,,17635,17635,714.8122695,398.3772243,703,0,1957,11691,11677,11675,11190,No,,11562,R10-990__run3_22__instance1.fasta,,2
R11-21-57,,,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R11-21-57,sequencing,1,,,,,,,,,,,,,,,,,,,run3_21,1,17/02/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAQ67614,,Amplicon,barcode49,,Single_run,,13,13,0.584813946,0.811098125,0,0,4,4863,0,0,0,No,," -9",R11-21-57__run3_21__instance1.fasta,,2
R11-21-61,,,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R11-21-61,sequencing,1,,,,,,,,,,,,,,,,,,,run3_21,1,17/02/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAQ67614,,Amplicon,barcode61,,Single_run,,181394,181394,6889.439574,3764.398249,6839.5,0,17078,11917,11887,11886,11879,No,,11800,R11-21-61__run3_21__instance1.fasta,,2
R11-21-63,,,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R11-21-63,sequencing,1,,,,,,,,,,,,,,,,,,,run3_21,1,17/02/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAQ67614,,Amplicon,barcode73,,Single_run,,80422,80422,4466.344284,1842.311676,4452.5,0,7854,11846,11677,11676,11606,No,,11591,R11-21-63__run3_21__instance1.fasta,,2
R11-22-001,,,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R11-22-001,sequencing,1,,,,,,,,,,,,,,,,,,,run11_23,1,6/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAT96586,,Amplicon,barcode39,,Single_run,,96805,96805,3644.51584,2564.535568,3168.5,0,10174,11889,11884,11695,11676,No,,11563,R11-22-001__run11_23__instance1.fasta,,2
R11-22-002,,,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R11-22-002,sequencing,1,,,,,,,,,,,,,,,,,,,run11_23,1,6/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAT96586,,Amplicon,barcode40,,Single_run,,75418,75418,2972.628059,1970.793992,2591.5,0,7420,11895,11885,11797,11656,No,,11730,R11-22-002__run11_23__instance1.fasta,,2
RADDL1-16-153,,,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL1-16-153,sequencing,1,,,,,,,,,,,,,,,,,,,run3_22,1,4/11/22,RITM,,,Nanopore,rabvSEasia,Minion,FAU42532,,Amplicon,barcode56,,Single_run,,15167,15167,719.5216225,309.3458058,694,0,1529,11690,11676,11676,11658,No,,11598,RADDL1-16-153__run3_22__instance1.fasta,,2
RADDL1-16-154,,,28,RADDL1-16-154,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,,,Positive,,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL1-16-154,sequencing,1,,,,,,,,,,,,,,,,,,,ritm_archive2-nb22,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK63189,,Amplicon,NB04,,Single_run,,2643,2622,,,,,,11872.34,,11347.332,4760.868,No,MN726857,11553,RADDL1-16-154__ritm_archive2_nb22__instance1.fasta,,0
RADDL1-16-166,,,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL1-16-166,sequencing,1,,,,,,,,,,,,,,,,,,,run3_22,1,4/11/22,RITM,,,Nanopore,rabvSEasia,Minion,FAU42532,,Amplicon,barcode59,,Single_run,,23234,23234,783.4859202,419.0152039,739,0,2036,11690,11605,11495,11290,No,,11357,RADDL1-16-166__run3_22__instance1.fasta,,2
RADDL3-15-172,,,,RADDL3-15-172,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,,,Positive,,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL3-15-172,sequencing,1,,,,,,,,,,,,,,,,,,,ritm_archive2-nb22,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK63189,,Amplicon,NB01,,Single_run,,2490,2476,5353.908146,2319.525117,4992,0,12013,11872.34,11854,11454.72,6240.436,No,MN726859,11653,RADDL3-15-172__ritm_archive2_nb22__instance1.fasta,,2
RADDL3-15-172,sequencing,2,,,,,,,,,,,,,,,,,,,run2_21,2,29/10/2021,RITM,,,Nanopore,rabvSEasia,Minion,,,Amplicon,barcode06,,Single_run,,130863,130863,5353.908146,2319.525117,4992,0,12013,11897,11854,11742,11676,No,MN726859,11592,RADDL3-15-172__run2_21__instance2.fasta,,0
RADDL3-16-468,,,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL3-16-468,sequencing,1,,,,,,,,,,,,,,,,,,,run2_21,1,29/10/2021,RITM,,,Nanopore,rabvSEasia,Minion,FAQ75669,,Amplicon,barcode20,,Single_run,,162858,162858,7481.750503,3053.867492,6949,0,15503,11851,11677,11676,11676,No,,11592,RADDL3-16-468__run2_21__instance1.fasta,,2
RADDL3-16-521,,,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL3-16-521,sequencing,1,,,,,,,,,,,,,,,,,,,run3_22,1,4/11/22,RITM,,,Nanopore,rabvSEasia,Minion,FAU42532,,Amplicon,barcode55,,Single_run,,15946,15946,656.3103419,290.5728385,657,0,1572,11683,11677,11676,11477,No,,11594,RADDL3-16-521__run3_22__instance1.fasta,,2
RADDL3-16-627,,,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL3-16-627,sequencing,1,,,,,,,,,,,,,,,,,,,run1_21,1,26/10/2021,RITM,,,Nanopore,rabvSEasia,Minion,FAQ75669,,Amplicon,barcode01,,Single_run,,167345,167345,5842.952984,3996.535397,5980.5,0,18562,11795,11689,11675,11496,No,,11365,RADDL3-16-627__run1_21__instance1.fasta,,2
RADDL3-16-1008,,,,,,,,,Unknown,Philippines,,,,,,,,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL3-16-1008,sequencing,1,,,,,,,,,,,,,,,,,,,run3_22,1,4/11/22,RITM,,,Nanopore,rabvSEasia,Minion,FAU42532,,Amplicon,barcode58,,Single_run,,18146,18146,727.1340094,359.4906352,685.5,0,1675,11877,11680,11676,11167,No,,11580,RADDL3-16-1008__run3_22__instance1.fasta,,2
RADDL3-845,,,31,RADDL3-845,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,,,Positive,,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL3-845,sequencing,1,,,,,,,,,,,,,,,,,,,ritm_archive2-nb22,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK63189,,Amplicon,NB06,,Single_run,,2157,2109,1756.317801,779.9229463,1652,0,4055,11872.34,11677,11454.72,8185.352,No,MN726864,11653,RADDL3-845__ritm_archive2_nb22__instance1.fasta,,2
RADDL3-845,sequencing,2,,,,,,,,,,,,,,,,,,,run2_21,2,29/10/2021,RITM,,,Nanopore,rabvSEasia,Minion,,,Amplicon,barcode08,,Single_run,,39173,39173,1756.317801,779.9229463,1652,0,4055,11886,11677,11676,11676,No,MN726864,11588,RADDL3-845__run2_21__instance2.fasta,,0
RADDL3-1038,,,27,RADDL3-1038,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,,,Positive,,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL3-1038,sequencing,1,,,,,,,,,,,,,,,,,,,ritm_archive2-nb22,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK63189,,Amplicon,NB03,,Single_run,,2203,2197,,,,,,11657.564,,10750.732,3138.116,No,MN726850,11653,RADDL3-1038__ritm_archive2_nb22__instance1.fasta,,0
RADDL3-1045,,,26,RADDL3-1045,,,,Brain,No_buffer_fresh_stored_at_-80,Philippines,,,,,Positive,,Positive,RITM,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL3-1045,sequencing,1,,,,,,,,,,,,,,,,,,,ritm_archive2-nb22,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK63189,,Amplicon,NB02,,Single_run,,3804,3752,7910.868337,4137.48131,7350,0,20745,11860.408,11894,11383.128,6848.968,No,MN726863,11653,RADDL3-1045__ritm_archive2_nb22__instance1.fasta,,2
RADDL3-1045,sequencing,2,,,,,,,,,,,,,,,,,,,run2_21,2,29/10/2021,RITM,,,Nanopore,rabvSEasia,Minion,,,Amplicon,barcode07,,Single_run,,235100,235100,7910.868337,4137.48131,7350,0,20745,11896,11894,11680,11676,No,MN726863,11596,RADDL3-1045.fasta,,0
RADDL4B-23-037,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-037,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode25,,Single_run,,3914,3477,145.7794167,153.9687036,83,0,808,11891,11884,11439,5408,No,,10000,RADDL4B-23-037__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-042,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-042,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run1,1,11-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ05819,,Amplicon,barcode01,,Single_run,,47022,43426,1602.878813,1460.414938,1201,0,8015,11890,11888,11886,11869,No,,11793,RADDL4B-23-042__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-044,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-044,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run1,1,11-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ05819,,Amplicon,barcode02,,Single_run,,43545,40593,1480.731311,1301.495082,959,0,5605,11898,11889,11886,11713,No,,11804,RADDL4B-23-044__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-045,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-045,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run1,1,11-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ05819,,Amplicon,barcode03,,Single_run,,15902,13511,623.8164599,510.4828298,504,0,2333,11890,11889,11885,11461,No,,11793,RADDL4B-23-045__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-046,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-046,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run1,1,11-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ05819,,Amplicon,barcode04,,Single_run,,29480,27695,1013.972259,1059.870506,495.5,0,5065,11910,11889,11883,11158,No,,11794,RADDL4B-23-046__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-047,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-047,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run1,1,11-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ05819,,Amplicon,barcode05,,Single_run,,31992,29470,1057.55062,975.2628201,613,0,4010,11899,11890,11884,11274,No,,11794,RADDL4B-23-047__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-049,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-049,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run1,1,11-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ05819,,Amplicon,barcode06,,Single_run,,81803,75736,2750.207593,2290.911446,1820,0,9571,11908,11898,11888,11879,No,,11800,RADDL4B-23-049__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-052,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-052,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run1,1,11-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ05819,,Amplicon,barcode07,,Single_run,,35408,33197,1195.444351,1207.713891,805,0,5426,11893,11887,11884,11344,No,,11797,RADDL4B-23-052__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-053,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-053,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run1,1,11-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ05819,,Amplicon,barcode08,,Single_run,,6831,6221,214.6910828,265.4794912,134,0,1517,11886,11675,11100,6879,No,,10222,RADDL4B-23-053__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-056,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-056,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run1,1,11-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ05819,,Amplicon,barcode09,,Single_run,,43074,39864,1437.584395,1519.120343,914,0,8527,11896,11887,11887,11471,No,,11791,RADDL4B-23-056__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-057,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-057,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_run1,1,9-Jan-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAU48941,,Amplicon,barcode73,,Single_run,,10323,9685,581.4674824,511.0859431,469,0,3503,11894,11893,11885,11871,No,,11797,RADDL4B-23-057__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-058,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-058,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run1,1,11-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ05819,,Amplicon,barcode10,,Single_run,,14858,13711,479.5644485,488.4045069,346,0,2601,11889,11886,11589,9720,No,,11318,RADDL4B-23-058__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-060,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-060,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2024_run10,1,26-Nov-2024,RITM,,,Nanopore,rabvSEasia,Minion,FAU49052,,Amplicon,barcode51,,Single_run,,8658,8362,309.9566711,308.3000911,176.5,0,1770,11893,11887,11877,9229,No,,11593,RADDL4B-23-060__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-061,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-061,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2024_run10,1,26-Nov-2024,RITM,,,Nanopore,rabvSEasia,Minion,FAU49052,,Amplicon,barcode52,,Single_run,,16895,14721,822.572997,497.680495,742,0,2559,11896,11891,11886,11881,No,,11795,RADDL4B-23-061__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-064,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-064,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode26,,Single_run,,4781,4236,160.2914013,157.3518048,95,0,657,11888,11730,11319,5684,No,,9496,RADDL4B-23-064__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-065,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-065,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode27,,Single_run,,1881,1639,65.36347637,80.23075565,37,0,405,11893,11688,8246,2146,No,,5776,RADDL4B-23-065__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-069,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-069,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2025_r10_run6,1,3-Jul-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAY28401,,Amplicon,barcode28,,Single_run,,2220,1995,83.54307744,92.26238074,56,0,487,11887,11831,10305,2793,No,,8222,RADDL4B-23-069__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-070,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-070,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2024_run10,1,26-Nov-2024,RITM,,,Nanopore,rabvSEasia,Minion,FAU49052,,Amplicon,barcode53,,Single_run,,6822,6309,304.8300369,255.4955173,220,0,1707,11894,11887,11882,10791,No,,11795,RADDL4B-23-070__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-071,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-071,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2024_run12,1,5-Dec-2024,RITM,,,Nanopore,rabvSEasia,Minion,FAU43101,,Amplicon,barcode10,,Single_run,,2107,1951,91.94745223,82.64539313,71,0,528,11889,11881,10637,4201,No,,9418,RADDL4B-23-071__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-072,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-072,sequencing,1,,,,,,,,,,,,,,,,,,,rabv_4b_2024_run10,1,26-Nov-2024,RITM,,,Nanopore,rabvSEasia,Minion,FAU49052,,Amplicon,barcode55,,Single_run,,7988,7439,299.4125042,322.4431806,186,0,1727,11894,11888,11737,7940,No,,11589,RADDL4B-23-072__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-076,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-076,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run1,1,11-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ05819,,Amplicon,barcode11,,Single_run,,40112,37924,1334.443513,1478.364524,860,0,8399,11760,11683,11676,10994,No,,11598,RADDL4B-23-076__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-080,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RADDL4B-23-080,sequencing,1,,,,,,,,,,,,,,,,,,,RabV_4B_2025_R10_run1,1,11-Mar-2025,RITM,,,Nanopore,rabvSEasia,Minion,FAZ05819,,Amplicon,barcode12,,Single_run,,26558,24561,1191.71832,957.9564676,1045,0,4011,11890,11887,11883,11650,No,,11782,RADDL4B-23-080__rabv_4b_2025_r10_run4__instance1.fasta,,0
RADDL4B-23-081,,,,,,,,Other,Unknown,Philippines,NA,Unknown,,NA,NA,NA,,Other,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
