sample_id,redcap_repeat_instrument,redcap_repeat_instance,redcap_data_access_group,sample_labid,sample_sequenceid,sample_batchid,apha_sub,apha_rv,sample_tissuetype,sample_buffer,country,hmpcr_n405,rtassay,rtqpcr,lateral_flow_test,fat,drit,diagnostic_result,test_centre,diag_notes,diagnostic_complete,ngs_runid,duplicate_id,ngs_rundate,ngs_location,ngs_provider,ngs_submission,ngs_platform,primer_scheme,nanopore_platform,ngs_flowcell,illumina_platform,ngs_prep,ngs_barcode,ngs_library,ngs_analysis_type,ngs_merged_from,total_reads,mapped_reads,mean_depth,stdev_depth,median_depth,minimum_reads,maximum_reads,genomecov_depthx1,genomecov_depthx5,genomecov_depthx20,genomecov_depthx100,genbank_accession,consensus_coverage,consensus_fasta,ngs_notes,sequencing_complete
R6-21-4600,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run3_21,1,17/02/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAQ67614,,Amplicon,barcode25,,Single_run,,129092,129092,4957.942424,2736.298895,4726.5,0,12954,11906,11677,11676,11480,,11586,R6-21-4600.fasta,,2
R6-4342,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run5_21,1,1/3/22,RITM,,,Nanopore,rabvSEasia,Minion,FAQ67517,,Amplicon,barcode12,,Single_run,,30225,30225,1875.01584,655.9218054,1860,0,3708,11706,11678,11676,11676,,11539,R6-4342.fasta,,2
R6-4568,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run5_21,1,1/3/22,RITM,,,Nanopore,rabvSEasia,Minion,FAQ67517,,Amplicon,barcode13,,Single_run,,63047,63047,2987.019024,1304.903897,2958,0,7016,11891,11822,11676,11676,,11569,R6-4568.fasta,,2
R7-21-149,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run11_23,1,6/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAT96586,,Amplicon,barcode37,,Single_run,,77319,77319,3807.744636,1884.321183,3486,0,9296,11858,11783,11693,11676,,11540,R7-21-149.fasta,,2
R7-21-161,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run11_23,1,6/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAT96586,,Amplicon,barcode38,,Single_run,,202645,202645,6757.399598,6037.869055,4963.5,0,27416,11517,11483,11275,10700,,11353,R7-21-161.fasta,,2
R9-010,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run5_21,1,1/3/22,RITM,,,Nanopore,rabvSEasia,Minion,FAQ67517,,Amplicon,barcode14,,Single_run,,53625,53625,2607.197285,1118.021451,2587,0,5972,11862,11690,11676,11676,,11574,R9-010.fasta,,2
R9-074,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run5_21,1,1/3/22,RITM,,,Nanopore,rabvSEasia,Minion,FAQ67517,,Amplicon,barcode15,,Single_run,,63092,63092,2972.659403,1326.172705,2926,0,7088,11899,11885,11677,11676,,11585,R9-074.fasta,,2
R9-089,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run5_21,1,1/3/22,RITM,,,Nanopore,rabvSEasia,Minion,FAQ67517,,Amplicon,barcode16,,Single_run,,109806,109806,3810.859621,2448.353901,3877,0,9691,11886,11885,11480,11137,,11291,R9-089.fasta,,2
R9-105,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run5_21,1,1/3/22,RITM,,,Nanopore,rabvSEasia,Minion,FAQ67517,,Amplicon,barcode17,,Single_run,,41899,41899,2224.175243,908.1496533,2210,0,4646,11891,11886,11885,11676,,11734,R9-105.fasta,,2
R10-688,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run3_22,1,4/11/22,RITM,,,Nanopore,rabvSEasia,Minion,FAU42532,,Amplicon,barcode63,,Single_run,,21710,21710,1010.325679,448.1341418,1056,0,2232,11690,11678,11675,11474,,11560,R10-688.fasta,,2
R10-711,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run3_22,1,4/11/22,RITM,,,Nanopore,rabvSEasia,Minion,FAU42532,,Amplicon,barcode65,,Single_run,,24065,24065,938.4233155,478.3338488,969,0,2383,11704,11698,11498,11483,,11330,R10-711.fasta,,2
R10-714,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run5_21,1,1/3/22,RITM,,,Nanopore,rabvSEasia,Minion,FAQ67517,,Amplicon,barcode18,,Single_run,,30540,30540,1827.797016,816.4748489,1858,0,3500,11677,11676,11676,11676,,11550,R10-714.fasta,,2
R10-824,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run3_22,1,4/11/22,RITM,,,Nanopore,rabvSEasia,Minion,FAU42532,,Amplicon,barcode66,,Single_run,,11985,11985,581.1174992,270.7452706,577,0,1216,11683,11677,11674,11456,,11476,R10-824.fasta,,2
R10-856,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run3_22,1,4/11/22,RITM,,,Nanopore,rabvSEasia,Minion,FAU42532,,Amplicon,barcode64,,Single_run,,22239,22239,914.2749749,474.0289324,940,0,2459,11690,11677,11475,11417,,11281,R10-856.fasta,,2
R10-907,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run5_21,1,1/3/22,RITM,,,Nanopore,rabvSEasia,Minion,FAQ67517,,Amplicon,barcode19,,Single_run,,47361,47361,2457.926835,989.8736028,2419,0,5064,11699,11683,11676,11676,,11558,R10-907.fasta,,2
R10-920,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run3_21,1,17/02/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAQ67614,,Amplicon,barcode85,,Single_run,,51668,51668,2957.091016,1137.177129,2903.5,0,5537,11766,11679,11676,11676,,11572,R10-920.fasta,,2
R10-989,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run3_22,1,4/11/22,RITM,,,Nanopore,rabvSEasia,Minion,FAU42532,,Amplicon,barcode67,,Single_run,,16112,16112,712.6129735,363.2364522,711,0,1812,11872,11677,11648,11179,,11337,R10-989.fasta,,2
R10-990,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run3_22,1,4/11/22,RITM,,,Nanopore,rabvSEasia,Minion,FAU42532,,Amplicon,barcode68,,Single_run,,17635,17635,714.8122695,398.3772243,703,0,1957,11691,11677,11675,11190,,11562,R10-990.fasta,,2
R11-21-57,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run3_21,1,17/02/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAQ67614,,Amplicon,barcode49,,Single_run,,13,13,0.584813946,0.811098125,0,0,4,4863,0,0,0,,-9,R11-21-57.fasta,,2
R11-21-61,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run3_21,1,17/02/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAQ67614,,Amplicon,barcode61,,Single_run,,181394,181394,6889.439574,3764.398249,6839.5,0,17078,11917,11887,11886,11879,,11800,R11-21-61.fasta,,2
R11-21-63,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run3_21,1,17/02/2022,RITM,,,Nanopore,rabvSEasia,Minion,FAQ67614,,Amplicon,barcode73,,Single_run,,80422,80422,4466.344284,1842.311676,4452.5,0,7854,11846,11677,11676,11606,,11591,R11-21-63.fasta,,2
R11-22-001,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run11_23,1,6/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAT96586,,Amplicon,barcode39,,Single_run,,96805,96805,3644.51584,2564.535568,3168.5,0,10174,11889,11884,11695,11676,,11563,R11-22-001.fasta,,2
R11-22-002,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run11_23,1,6/3/23,RITM,,,Nanopore,rabvSEasia,Minion,FAT96586,,Amplicon,barcode40,,Single_run,,75418,75418,2972.628059,1970.793992,2591.5,0,7420,11895,11885,11797,11656,,11730,R11-22-002.fasta,,2
RADDL1-16-153,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run3_22,1,4/11/22,RITM,,,Nanopore,rabvSEasia,Minion,FAU42532,,Amplicon,barcode56,,Single_run,,15167,15167,719.5216225,309.3458058,694,0,1529,11690,11676,11676,11658,,11598,RADDL1-16-153.fasta,,2
RADDL1-16-154,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,ritm_archive2-nb22,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK63189,,Amplicon,NB04,,Single_run,,2643,2622,,,,,,11872.34,,11347.332,4760.868,MN726857,11553,RADDL1-16-154.fasta,,0
RADDL1-16-166,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run3_22,1,4/11/22,RITM,,,Nanopore,rabvSEasia,Minion,FAU42532,,Amplicon,barcode59,,Single_run,,23234,23234,783.4859202,419.0152039,739,0,2036,11690,11605,11495,11290,,11357,RADDL1-16-166.fasta,,2
RADDL3-15-172,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,ritm_archive2-nb22,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK63189,,Amplicon,NB01,,Single_run,,2490,2476,5353.908146,2319.525117,4992,0,12013,11872.34,11854,11454.72,6240.436,MN726859,11653,RADDL3-15-172.fasta,,2
RADDL3-15-172,sequencing,2,philippines,,,,,,,,,,,,,,,,,,,run2_21,2,29/10/2021,RITM,,,Nanopore,rabvSEasia,Minion,,,Amplicon,barcode06,,Single_run,,130863,130863,5353.908146,2319.525117,4992,0,12013,11897,11854,11742,11676,MN726859,11592,RADDL3-15-172.fasta,,0
RADDL3-16-468,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run2_21,1,29/10/2021,RITM,,,Nanopore,rabvSEasia,Minion,FAQ75669,,Amplicon,barcode20,,Single_run,,162858,162858,7481.750503,3053.867492,6949,0,15503,11851,11677,11676,11676,,11592,RADDL3-16-468.fasta,,2
RADDL3-16-521,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run3_22,1,4/11/22,RITM,,,Nanopore,rabvSEasia,Minion,FAU42532,,Amplicon,barcode55,,Single_run,,15946,15946,656.3103419,290.5728385,657,0,1572,11683,11677,11676,11477,,11594,RADDL3-16-521.fasta,,2
RADDL3-16-627,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run1_21,1,26/10/2021,RITM,,,Nanopore,rabvSEasia,Minion,FAQ75669,,Amplicon,barcode01,,Single_run,,167345,167345,5842.952984,3996.535397,5980.5,0,18562,11795,11689,11675,11496,,11365,RADDL3-16-627.fasta,,2
RADDL3-16-1008,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,run3_22,1,4/11/22,RITM,,,Nanopore,rabvSEasia,Minion,FAU42532,,Amplicon,barcode58,,Single_run,,18146,18146,727.1340094,359.4906352,685.5,0,1675,11877,11680,11676,11167,,11580,RADDL3-16-1008.fasta,,2
RADDL3-845,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,ritm_archive2-nb22,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK63189,,Amplicon,NB06,,Single_run,,2157,2109,1756.317801,779.9229463,1652,0,4055,11872.34,11677,11454.72,8185.352,MN726864,11653,RADDL3-845.fasta,,2
RADDL3-845,sequencing,2,philippines,,,,,,,,,,,,,,,,,,,run2_21,2,29/10/2021,RITM,,,Nanopore,rabvSEasia,Minion,,,Amplicon,barcode08,,Single_run,,39173,39173,1756.317801,779.9229463,1652,0,4055,11886,11677,11676,11676,MN726864,11588,RADDL3-845.fasta,,0
RADDL3-1038,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,ritm_archive2-nb22,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK63189,,Amplicon,NB03,,Single_run,,2203,2197,,,,,,11657.564,,10750.732,3138.116,MN726850,11653,RADDL3-1038.fasta,,0
RADDL3-1045,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,ritm_archive2-nb22,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK63189,,Amplicon,NB02,,Single_run,,3804,3752,7910.868337,4137.48131,7350,0,20745,11860.408,11894,11383.128,6848.968,MN726863,11653,RADDL3-1045.fasta,,2
RADDL3-1045,sequencing,2,philippines,,,,,,,,,,,,,,,,,,,run2_21,2,29/10/2021,RITM,,,Nanopore,rabvSEasia,Minion,,,Amplicon,barcode07,,Single_run,,235100,235100,7910.868337,4137.48131,7350,0,20745,11896,11894,11680,11676,MN726863,11596,RADDL3-1045.fasta,,0
RADDL5-005,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,ritm_archive2-nb22,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK63189,,Amplicon,NB08,,Single_run,,2511,2488,8922.323165,4048.767056,8460,0,20137,11860.408,11890,11657.564,5715.428,MN726877,11653,RADDL5-005.fasta,,2
RADDL5-005,sequencing,2,philippines,,,,,,,,,,,,,,,,,,,run1_21,2,26/10/2021,RITM,,,Nanopore,rabvSEasia,Minion,,,Amplicon,barcode02,,Single_run,,242600,242600,8922.323165,4048.767056,8460,0,20137,11895,11890,11884,11713,MN726877,11800,RADDL5-005.fasta,,0
RB001,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,RABV_kcri_13nov_KCRI_2019,1,13/11/2019,,MinIon,,0,,,,,,7,0,,,,,,,,,,,,,,OR045935,,RB001.fasta,,2
RB001,sequencing,2,east_africa,,,,,,,,,,,,,,,,,,,Gbirthday_14_04_2021,2,14/04/2021,,MinIon,,0,,,FN60240,,,10,0,,,,,,,,,,,,,,OR045935,,,,2
RB001,sequencing,3,east_africa,,,,,,,,,,,,,,,,,,,,3,13/01/2022,,MinIon,,0,,,,,,7,0,,,,,,,,,,,,,,OR045935,,,,2
RB002,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,RABV_kcri_13nov_KCRI_2019,1,13/11/2019,,MinIon,,0,,,,,,4,0,,,,,,,,,,,,,,OR045936,,RB002.fasta,Mbingu-dog,2
RB002,sequencing,2,east_africa,,,,,,,,,,,,,,,,,,,Gbirthday_14_04_2021,2,14/04/2021,,MinIon,,0,,,FN60240,,,12,0,,,249113,249113,9445.631469,6506.944834,7963,0,40629,11880,11760,11745,11576,OR045936,11668,,Mbingu-dog,2
RB002,sequencing,3,east_africa,,,,,,,,,,,,,,,,,,,,3,13/01/2022,,MinIon,,0,,,,,,4,0,,,,,,,,,,,,,,OR045936,,,Mbingu-dog,2
RB003,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,RABV_kcri_13nov_KCRI_2019,1,13/11/2019,,MinIon,,0,,,,,,5,0,,,,,,,,,,,,,,OR045937,,RB003.fasta,Mbingu-Bovine,2
RB003,sequencing,2,east_africa,,,,,,,,,,,,,,,,,,,Gbirthday_14_04_2021,2,14/04/2021,,MinIon,,0,,,FN60240,,,23,0,,,334726,334726,12608.65143,8823.712166,9640,0,54291,11777,11760,11745,11740,OR045937,11664,,Mbingu-Bovine,2
RB003,sequencing,3,east_africa,,,,,,,,,,,,,,,,,,,,3,13/01/2022,,MinIon,,0,,,,,,5,0,,,,,,,,,,,,,,OR045937,,,Mbingu-Bovine,2
RB004,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,RABV_kcri_13nov_KCRI_2019,1,13/11/2019,,MinIon,,0,,,,,,8,0,,,,,,,,,,,,,,OR045938,,,NCAA/RB004,2
RB004,sequencing,2,east_africa,,,,,,,,,,,,,,,,,,,Gbirthday_14_04_2021,2,14/04/2021,,MinIon,,0,,,FN60240,,,7,0,,,207720,207720,7449.564288,5652.446775,6429,0,33970,11778,11755,11745,11330,OR045938,11681,,NCAA/RB004,2
RB004,sequencing,3,east_africa,,,,,,,,,,,,,,,,,,,,3,13/01/2022,,MinIon,,0,,,,,,8,0,,,,,,,,,,,,,,OR045938,,,NCAA/RB004,2
REGION_5_2018-50,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,workshop2,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK63400,,Amplicon,NB08,,Single_run,,32442,31865,,,,,,11872.34,,11657.564,11597.904,MN726852,11653,REGION_5_2018-50.fasta,workshop training,0
REGION_5_2018-100,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,workshop2,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK63400,,Amplicon,NB07,,Single_run,,24217,24127,,,,,,11860.408,,11657.564,11430.856,MN726860,11653,REGION_5_2018-100.fasta,workshop training,0
REGION_5_2018-304,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,ritm_archive2-nb22,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK63189,,Amplicon,NB13,,Single_run,,4055,4003,,,,,,11860.408,,11657.564,9020.592,MN726876,11653,REGION_5_2018-304.fasta,,0
REGION_5_2018-311,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,ritm_archive2-nb22,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK63189,,Amplicon,NB14,,Single_run,,2737,2691,,,,,,11812.68,,11657.564,7875.12,MN726875,11653,REGION_5_2018-311.fasta,,0
REGION_5_2019-1,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,workshop2,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK63400,,Amplicon,NB06,,Single_run,,53435,53278,,,,,,11872.34,,11657.564,11657.564,MN726880,11653,REGION_5_2019-1.fasta,workshop training,0
REGION_5_2019-13,sequencing,1,philippines,,,,,,,,,,,,,,,,,,,workshop2,1,29-Mar-19,RITM,,,Nanopore,rabvSEasia,Minion,FAK63400,,Amplicon,NB05,,Single_run,,18539,18457,,,,,,11860.408,,11657.564,11597.904,MN726842,11653,REGION_5_2019-13.fasta,workshop training,0
SD712,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_13_November_2021,1,14/11/2021,,MinIon,,0,,,FAP60130,,,23,0,,,136440,136440,6036.653778,4735.786934,4879,0,27526,11809,11797,11737,11476,OR920333,11653,SD712.fasta,,2
SD716,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_13_November_2021,1,14/11/2021,,MinIon,,0,,,FAP60130,,,21,0,,,240822,240822,14252.97677,7827.661809,13217,0,44640,11922,11806,11790,11741,OR920248,11673,SD716.fasta,,2
SD734,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_13_November_2021,1,14/11/2021,,MinIon,,0,,,FAP60130,,,20,0,,,129176,129176,5278.663508,4180.718302,4613,0,23215,11797,11772,11364,10653,OR920325,11453,SD734.fasta,,2
SD735,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_13_November_2021,1,14/11/2021,,MinIon,,0,,,FAP60130,,,11,0,,,165890,165890,7415.932903,6182.449039,5021,0,32647,11840,11840,11769,11380,OR920296,11641,SD735.fasta,,2
SD736,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_13_November_2021,1,14/11/2021,,MinIon,,0,,,FAP60130,,,17,0,,,109344,109344,4481.914787,4700.545441,2713,0,26005,11867,11408,10974,10662,OR920314,10604,SD736.fasta,,2
SD737,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_13_November_2021,1,14/11/2021,,MinIon,,0,,,FAP60130,,,19,0,,,151646,151646,7940.123207,6705.894152,6506,0,33163,11798,11796,11573,11111,OR920241,11629,SD737.fasta,,2
SD738,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,NIMAIST_6th_sept_2019,1,6/9/19,,MinIon,,0,,,,,,7,0,,,30566,30566,1666.499706,1291.277811,1385,0,5917,11873,11674,11665,11333,OR045941,10962,,OR045941,2
SD738,sequencing,2,east_africa,,,,,,,,,,,,,,,,,,,KCRI_13_November_2021,2,14/11/2021,,MinIon,,0,,,FAP60130,,,18,0,,,61657,61657,2492.50541,2522.807257,1695,0,15280,11809,11491,11044,10682,OR045941,10607,,,2
SD740,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,NIMAIST_6th_sept_2019,1,6/9/19,,MinIon,,0,,,,,,9,0,,,35288,35288,1908.584668,1310.718672,1634,0,5293,11870,11869,11671,11666,OR920312,11318,SD740.fasta,,2
SD741,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,NIMAIST_6th_sept_2019,1,6/9/19,,MinIon,,0,,,,,,2,0,,,73357,73357,4632.702676,2171.746,4589,0,10378,11895,11879,11877,11712,OR045942,11648,SD741.fasta,,2
SD743,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,NIMAIST_6th_sept_2019,1,6/9/19,,MinIon,,0,,,,,,5,0,,,47214,47214,3630.20884,1848.37927,3865,0,8233,11877,11840,11832,11822,OR045943,11615,SD743.fasta,,2
SD744,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,NIMAIST_6th_sept_2019,1,6/9/19,,MinIon,,0,,,,,,3,0,,,46325,46325,3791.985406,2058.9908,3731,0,9339,11886,11836,11728,11620,OR045944,11360,SD744.fasta,,2
SD745,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,NIMAIST_6th_sept_2019,1,6/9/19,,MinIon,,0,,,,,,6,0,,,1591,1591,97.05678101,57.17755668,85,0,264,11869,11659,11063,5092,OR045945,9580,SD745.fasta,,2
SD746,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,NIMAIST_6th_sept_2019,1,6/9/19,,MinIon,,0,,,,,,1,0,,,45348,45348,2622.276944,1648.656737,2451,0,7343,11870,11865,11769,11522,OR920271,11466,SD746.fasta,,2
SD747,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,NIMAIST_6th_sept_2019,1,6/9/19,,MinIon,,0,,,,,,10,0,,,37593,37593,2636.118427,1427.498822,2554,0,6325,11902,11891,11866,11666,OR920217,11570,SD747.fasta,,2
SD749,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,NIMAIST_6th_sept_2019,1,6/9/19,,MinIon,,0,,,,,,4,0,,,30039,30039,2092.708966,1178.267527,2023,0,5503,11888,11869,11869,11665,OR920275,11579,SD749.fasta,,2
SD750,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,NIMAIST_6th_sept_2019,1,6/9/19,,MinIon,,0,,,,,,11,0,,,55007,55007,2099.849115,1721.726999,1614,0,8078,11882,11868,11855,10795,OR920230,11510,SD750.fasta,Failed in medaka,2
SD750,sequencing,2,east_africa,,,,,,,,,,,,,,,,,,,RABV_kcri_13nov_KCRI_2019,2,13/11/2019,,MinIon,,0,,,,,,2,0,,,,,,,,,,,,,,OR920230,,,Failed in medaka,2
SD750,sequencing,3,east_africa,,,,,,,,,,,,,,,,,,,,3,13/01/2022,,MinIon,,0,,,,,,2,0,,,,,,,,,,,,,,OR920230,,,Failed in medaka,2
SD751,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,RABV_kcri_13nov_KCRI_2019,1,13/11/2019,,MinIon,,0,,,,,,1,0,,,,,,,,,,,,,,OR045946,,SD751.fasta,,2
SD751,sequencing,2,east_africa,,,,,,,,,,,,,,,,,,,Gbirthday_14_04_2021,2,14/04/2021,,MinIon,,0,,,FN60240,,,9,0,,,227610,227610,9912.83058,5710.344804,9667,0,34690,11867,11819,11748,11534,OR045946,11686,,,2
SD751,sequencing,3,east_africa,,,,,,,,,,,,,,,,,,,,3,13/01/2022,,MinIon,,0,,,,,,1,0,,,,,,,,,,,,,,OR045946,,,,2
SD753,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,NIMAIST_6th_sept_2019,1,6/9/19,,MinIon,,0,,,,,,8,,,,41713,41713,1844.606559,1388.034868,1571,0,5992,11896,11868,11865,11292,,11277,SD753.fasta,,2
SD753,sequencing,2,east_africa,,,,,,,,,,,,,,,,,,,Gbirthday_14_04_2021,2,14/04/2021,,MinIon,,0,,,FN60240,,,2,,,,214078,214078,8351.490397,5768.641018,7021,0,34616,11842,11805,11744,11523,,11677,,,2
SD754,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Gbirthday_14_04_2021,1,14/04/2021,,MinIon,,0,,,FN60240,,,4,0,,,207970,207970,7746.449467,5131.362963,6806,0,32172,11778,11751,11741,11335,OR920223,11681,SD754.fasta,,2
SD755,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Gbirthday_14_04_2021,1,14/04/2021,,MinIon,,0,,,FN60240,,,3,0,,,179278,179278,7876.686153,4636.355926,7487,0,28026,11890,11833,11775,11740,OR920213,11687,SD755.fasta,,2
SD756,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Gbirthday_14_04_2021,1,14/04/2021,,MinIon,,0,,,FN60240,,,5,0,,,465827,465827,17291.42925,11720.30412,14480,0,68259,11863,11812,11752,11527,OR920210,11681,SD756.fasta,,2
SD759,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_13_November_2021,1,14/11/2021,,MinIon,,0,,,FAP60130,,,16,0,,,114531,114531,6095.604462,4094.345993,4654,0,23166,11803,11798,11747,11741,OR920293,11633,SD759.fasta,,2
SD760,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_13_November_2021,1,14/11/2021,,MinIon,,0,,,FAP60130,,,15,0,,,46611,46611,3520.231066,1916.768352,3152,0,10721,11919,11909,11863,11739,OR920209,11631,SD760.fasta,,2
SD761,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_13_November_2021,1,14/11/2021,,MinIon,,0,,,FAP60130,,,14,0,,,56576,56576,2056.75216,1913.483072,1743,0,12132,11814,11609,11511,10599,OR920264,11321,SD761.fasta,,2
SD763,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_13_November_2021,1,14/11/2021,,MinIon,,0,,,FAP60130,,,12,0,,,114153,114153,4294.005284,4024.07387,3768,0,26797,11809,11798,11562,11113,OR920315,11309,SD763.fasta,,2
SD764,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_13_November_2021,1,14/11/2021,,MinIon,,0,,,FAP60130,,,13,0,,,101777,101777,3753.497945,3211.538906,3393,0,21955,11814,11799,11747,11509,OR920216,11646,SD764.fasta,,2
SD766,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Gbirthday_14_04_2021,1,14/04/2021,,MinIon,,0,,,FN60240,,,1,0,,,294426,294426,10876.44083,7294.734186,9204,0,40203,11807,11773,11544,11444,OR920294,11687,SD766.fasta,,2
SD767,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Gbirthday_14_04_2021,1,14/04/2021,,MinIon,,0,,,FN60240,,,8,0,,,231372,231372,8905.339931,5623.932712,7746,0,31334,11832,11792,11749,11522,OR920306,11681,SD767.fasta,,2
SD782,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_Training_21_04_2021,1,21/04/2021,,MinIon,,0,,,FAP64564,,,8,0,,,327026,327026,12707.2704,9399.689059,10322,0,56384,11885,11751,11744,11740,OR920323,11672,SD782.fasta,,2
SD785,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,Gbirthday_14_04_2021,1,14/04/2021,,MinIon,,0,,,FN60240,,,6,0,,,451515,451515,19375.39327,11930.29532,16736,0,73094,11881,11799,11752,11739,OR920228,11680,SD785.fasta,,2
SD789,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_Training_21_04_2021,1,21/04/2021,,MinIon,,0,,,FAP64564,,,7,,,,143815,143815,7018.895161,5015.751033,5659,0,28710,11809,11798,11796,11739,,11633,,sequenced twice,2
SD789,sequencing,2,east_africa,,,,,,,,,,,,,,,,,,,KCRI_12_November_2021,2,14/11/2021,,MinIon,,0,,,FAP60130,,,10,,,,1005533,1005533,33593.43479,25261.38343,28258,0,147246,11897,11839,11749,11560,,11667,,sequenced twice,2
SD790,sequencing,1,east_africa,,,,,,,,,,,,,,,,,,,KCRI_Training_21_04_2021,1,21/04/2021,,MinIon,,0,,,FAP64564,,,9,0,,,405624,405624,18494.97048,12358.16736,15322,0,68620,11896,11808,11798,11797,OR920204,11647,SD790.fasta,,2
