"Sample_ID","Case_no","Accession","Host","Sample_type","Preferred_date","Date_source","Barangay","Municipality","Municipality_std","Province","Province_std","Region","Region_std","Latitude","Longitude","Source","Author","Pubmed","Genome_coverage","Host_scientific","Host_common","Host_type","Major_Island","seq_name","phylogenetic_clade"
"R10-2019-908",NA,"OR971611","Canis lupus familiaris","brain","=""04-dec-2019""","date_collected","Bagong dawis","Iligan","Lanao del Norte-Lala","Lanao del Norte","Lanao del Norte","Region X (Northern Mindanao)","Region X (Northern Mindanao)",NA,NA,"vgtk; raddl_correction; manual_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Mindanao","OR971611","AL_Asian_SEA4"
"R10-2019-907",NA,"OR971610","Canis lupus familiaris","brain","=""04-dec-2019""","date_collected","Kauswagan","Cagayan de oro city","Misamis Oriental-Cagayan de Oro City","Misamis Oriental","Misamis Oriental","Region X (Northern Mindanao)","Region X (Northern Mindanao)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342,"Canis lupus familiaris","Dog","Domestic","Mindanao","OR971610","AL_Asian_SEA4"
"R10-2019-892",NA,"OR971609","Canis lupus familiaris","brain","=""28-nov-2019""","date_collected","-","City of malaybalay","Bukidnon-Malaybalay City","Bukidnon","Bukidnon","Region X (Northern Mindanao)","Region X (Northern Mindanao)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Mindanao","OR971609","AL_Asian_SEA4"
"R10-2019-887",NA,"OR971608","Canis lupus familiaris","brain","=""25-nov-2019""","date_collected","Carmen","Cagayan de oro city","Misamis Oriental-Cagayan de Oro City","Misamis Oriental","Misamis Oriental","Region X (Northern Mindanao)","Region X (Northern Mindanao)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Mindanao","OR971608","AL_Asian_SEA4"
"R10-2019-823",NA,"OR971607","Canis lupus familiaris","brain","=""11-nov-2019""","date_collected","Lumbia","Cagayan de oro city","Misamis Oriental-Cagayan de Oro City","Misamis Oriental","Misamis Oriental","Region X (Northern Mindanao)","Region X (Northern Mindanao)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Mindanao","OR971607","AL_Asian_SEA4"
"R10-2019-819",NA,"OR971606","Canis lupus familiaris","brain","=""09-nov-2019""","date_collected","North poblacion","Maramag","Bukidnon-Maramag","Bukidnon","Bukidnon","Region X (Northern Mindanao)","Region X (Northern Mindanao)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342,"Canis lupus familiaris","Dog","Domestic","Mindanao","OR971606","AL_Asian_SEA4"
"R10-2019-818",NA,"OR971605","Canis lupus familiaris","brain","=""08-nov-2019""","date_collected","Abuno","Iligan","Lanao del Norte-Lala","Lanao del Norte","Lanao del Norte","Region X (Northern Mindanao)","Region X (Northern Mindanao)",NA,NA,"vgtk; raddl_correction; manual_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342,"Canis lupus familiaris","Dog","Domestic","Mindanao","OR971605","AL_Asian_SEA4"
"R10-2019-810",NA,"OR971604","Canis lupus familiaris","brain","=""07-nov-2019""","date_collected","-",NA,NA,"Bukidnon","Bukidnon","Region X (Northern Mindanao)","Region X (Northern Mindanao)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151,"Canis lupus familiaris","Dog","Domestic","Mindanao","OR971604","AL_Asian_SEA4"
"R10-2019-777",NA,"OR971603","Canis lupus familiaris","brain","=""21-oct-2019""","date_collected","Del carmen","Iligan","Lanao del Norte-Lala","Lanao del Norte","Lanao del Norte","Region X (Northern Mindanao)","Region X (Northern Mindanao)",NA,NA,"vgtk; raddl_correction; manual_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342,"Canis lupus familiaris","Dog","Domestic","Mindanao","OR971603","AL_Asian_SEA4"
"R10-2019-753",NA,"OR971602","Canis lupus familiaris","brain","=""14-oct-2019""","date_collected","Canito-an","Cagayan de oro city","Misamis Oriental-Cagayan de Oro City","Misamis Oriental","Misamis Oriental","Region X (Northern Mindanao)","Region X (Northern Mindanao)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151,"Canis lupus familiaris","Dog","Domestic","Mindanao","OR971602","AL_Asian_SEA4"
"R10-2019-752",NA,"OR971601","Canis lupus familiaris","brain","=""11-oct-2019""","date_collected","Dologon","Maramag","Bukidnon-Maramag","Bukidnon","Bukidnon","Region X (Northern Mindanao)","Region X (Northern Mindanao)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342,"Canis lupus familiaris","Dog","Domestic","Mindanao","OR971601","AL_Asian_SEA4"
"R10-2019-669",NA,"OR971600","Canis lupus familiaris","brain","=""12-sep-2019""","date_collected","Sinaloc","El salvador","Misamis Oriental-Opol","Misamis Oriental","Misamis Oriental","Region X (Northern Mindanao)","Region X (Northern Mindanao)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Mindanao","OR971600","AL_Asian_SEA4"
"R9-2021-105",NA,"OR971599","Canis lupus familiaris","brain","=""12-Sep-2021""","date_collected","Lopoc (pob.)","Labason","Zamboanga del Norte-Labason","Zamboanga del Norte","Zamboanga del Norte","Region IX (Zamboanga Peninsula)","Region IX (Zamboanga Peninsula)",NA,NA,"vgtk; raddl_correction; manual_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342,"Canis lupus familiaris","Dog","Domestic","Mindanao","OR971599","AL_Asian_SEA4"
"R9-2021-090",NA,"OR971598","Canis lupus familiaris","brain","=""10-Dec-2021""","date_collected","Mahayahay","Dumingag","Zamboanga del Sur-Bayog","Zamboanga del Sur","Zamboanga del Sur","Region IX (Zamboanga Peninsula)","Region IX (Zamboanga Peninsula)",NA,NA,"vgtk; raddl_correction; manual_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Mindanao","OR971598","AL_Asian_SEA4"
"R9-2021-089",NA,"OR971597","Canis lupus familiaris","brain","=""10-Jul-2021""","date_collected","Pangi","Ipil","Zamboanga Sibugay-Ipil","Zamboanga Sibugay","Zamboanga Sibugay","Region IX (Zamboanga Peninsula)","Region IX (Zamboanga Peninsula)",NA,NA,"vgtk; raddl_correction; manual_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Mindanao","OR971597","AL_Asian_SEA4"
"R9-2021-078",NA,"OR971596","Canis lupus familiaris","brain","=""27-Aug-2021""","date_collected","Canelar","Zamboanga city","Zamboanga del Sur-Bayog","Zamboanga del Sur","Zamboanga del Sur","Region IX (Zamboanga Peninsula)","Region IX (Zamboanga Peninsula)",NA,NA,"vgtk; raddl_correction; manual_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Mindanao","OR971596","AL_Asian_SEA4"
"R9-2021-075",NA,"OR971595","Canis lupus familiaris","brain","=""23-Aug-2021""","date_collected","Cogon","Vicenzo sagun","Zamboanga del Sur-Bayog","Zamboanga del Sur","Zamboanga del Sur","Region IX (Zamboanga Peninsula)","Region IX (Zamboanga Peninsula)",NA,NA,"vgtk; raddl_correction; manual_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Mindanao","OR971595","AL_Asian_SEA4"
"BAI/BAI3/2019-01/fel",NA,"MN857171","feline","","=""06-May-2019""","date_collected",NA,"San Miguel","Bulacan-San Miguel","Bulacan","Bulacan","Central Luzon","Region III (Central Luzon)",NA,NA,"vgtk; manual_correction","Ubaldo,F.P.J.R., Cruz,J.L., Gonzales,R.M.C., Legaspi,C.F., Maravilla,J.L.",NA,0.999161918,"Felis catus","Cat","Domestic","Luzon","MN857171","AL_Asian_SEA4"
"BAI/BAI4A/2019-01/can",NA,"MN857170","canine","","=""27-May-2019""","date_collected",NA,"Angono","Rizal-Angono","Rizal","Rizal","Region IV-A (Calabarzon)","Region IV-A (Calabarzon)",NA,NA,"vgtk; manual_correction","Ubaldo,F.P.J.R., Cruz,J.L., Gonzales,R.M.C., Legaspi,C.F., Maravilla,J.L.",NA,0.999161918,"Canis lupus familiaris","Dog","Domestic","Luzon","MN857170","AL_Asian_SEA4"
"BAI/BAINCR/2019-03/can",NA,"MN857169","canine","","=""31-May-2019""","date_collected",NA,"Pasay City","Metropolitan Manila-Pasay City","Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",NA,NA,"vgtk; manual_correction","Ubaldo,F.P.J.R., Cruz,J.L., Gonzales,R.M.C., Legaspi,C.F., Maravilla,J.L.",NA,0.999161918,"Canis lupus familiaris","Dog","Domestic","Luzon","MN857169","AL_Asian_SEA4"
"BAI/BAINCR/2019-02/can",NA,"MN857168","canine","","=""28-May-2019""","date_collected",NA,"Quezon City","Metropolitan Manila-Quezon City","Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",NA,NA,"vgtk; manual_correction","Ubaldo,F.P.J.R., Cruz,J.L., Gonzales,R.M.C., Legaspi,C.F., Maravilla,J.L.",NA,0.999161918,"Canis lupus familiaris","Dog","Domestic","Luzon","MN857168","AL_Asian_SEA4"
"BAI/BAINCR/2019-01/can",NA,"MN857167","canine","","=""26-Jun-2019""","date_collected",NA,"Caloocan City","Metropolitan Manila-Taguig","Metropolitan Manila","Metropolitan Manila","National Capital Region (NCR)","National Capital Region (NCR)",NA,NA,"vgtk; manual_correction","Ubaldo,F.P.J.R., Cruz,J.L., Gonzales,R.M.C., Legaspi,C.F., Maravilla,J.L.",NA,0.999161918,"Canis lupus familiaris","Dog","Domestic","Luzon","MN857167","AL_Asian_SEA4"
"R9-2021-074",NA,"OR971594","Canis lupus familiaris","brain","=""20-Aug-2021""","date_collected","Calarian","Zamboanga city","Zamboanga del Sur-Bayog","Zamboanga del Sur","Zamboanga del Sur","Region IX (Zamboanga Peninsula)","Region IX (Zamboanga Peninsula)",NA,NA,"vgtk; raddl_correction; manual_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151,"Canis lupus familiaris","Dog","Domestic","Mindanao","OR971594","AL_Asian_SEA4"
"R9-2021-041",NA,"OR971593","Canis lupus familiaris","brain","=""05-Jan-2021""","date_collected","Mercedes","Zamboanga city","Zamboanga del Sur-Bayog","Zamboanga del Sur","Zamboanga del Sur","Region IX (Zamboanga Peninsula)","Region IX (Zamboanga Peninsula)",NA,NA,"vgtk; raddl_correction; manual_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Mindanao","OR971593","AL_Asian_SEA4"
"R9-2019-311",NA,"OR971592","Canis lupus familiaris","brain","=""09-Oct-2019""","date_collected","Dicayas","Dipolog city","Zamboanga del Norte-Dipolog City","Zamboanga del Norte","Zamboanga del Norte","Region IX (Zamboanga Peninsula)","Region IX (Zamboanga Peninsula)",NA,NA,"vgtk; raddl_correction; manual_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Mindanao","OR971592","AL_Asian_SEA4"
"R8-2021-025",NA,"OR971591","Canis lupus familiaris","brain","=""26-apr-2021""","date_collected","Carmen","Calbayog city","Eastern Samar-Oras","Samar (Western Samar)","Eastern Samar","Region VIII (Eastern Visayas)","Region VIII (Eastern Visayas)",NA,NA,"vgtk; raddl_correction; manual_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971591","AL_Asian_SEA4"
"R8-2021-024",NA,"OR971590","Canis lupus familiaris","brain","=""22-apr-2021""","date_collected","Manlabang","Caibiran","Biliran-Caibiran","Biliran","Biliran","Region VIII (Eastern Visayas)","Region VIII (Eastern Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971590","AL_Asian_SEA4"
"R8-2021-021",NA,"OR971589","Canis lupus familiaris","brain","=""15-apr-2021""","date_collected","Santo niño","Villareal","Eastern Samar-Oras","Samar (Western Samar)","Eastern Samar","Region VIII (Eastern Visayas)","Region VIII (Eastern Visayas)",NA,NA,"vgtk; raddl_correction; manual_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971589","AL_Asian_SEA4"
"R8-2021-020",NA,"OR971588","Canis lupus familiaris","brain","=""08-apr-2021""","date_collected","Maria clara","City of maasin","Southern Leyte-Liloan","Southern leyte","Southern Leyte","Region VIII (Eastern Visayas)","Region VIII (Eastern Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971588","AL_Asian_SEA4"
"R8-2021-019",NA,"OR971587","Canis lupus familiaris","brain","=""30-mar-2021""","date_collected","Liberty","Hilongos","Leyte-Hilongos","Leyte","Leyte","Region VIII (Eastern Visayas)","Region VIII (Eastern Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971587","AL_Asian_SEA4"
"R8-2021-015",NA,"OR971586","Canis lupus familiaris","brain","=""23-mar-2021""","date_collected","Alegria","Caibiran","Biliran-Caibiran","Biliran","Biliran","Region VIII (Eastern Visayas)","Region VIII (Eastern Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971586","AL_Asian_SEA4"
"R8-2021-011",NA,"OR971585","Canis lupus familiaris","brain","=""26-feb-2021""","date_collected","Balite","Kawayan","Biliran-Kawayan","Biliran","Biliran","Region VIII (Eastern Visayas)","Region VIII (Eastern Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971585","AL_Asian_SEA4"
"R8-2021-010",NA,"OR971584","Canis lupus familiaris","brain","=""26-feb-2021""","date_collected","Caulangohan (marevil)","Caibiran","Biliran-Caibiran","Biliran","Biliran","Region VIII (Eastern Visayas)","Region VIII (Eastern Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971584","AL_Asian_SEA4"
"R7-0205",NA,"OR971583","Canis lupus familiaris","brain",NA,"date_collected",NA,NA,NA,"Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971583","AL_Asian_SEA4"
"R7-0203",NA,"OR971582","Canis lupus familiaris","brain",NA,"date_collected",NA,NA,NA,"Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971582","AL_Asian_SEA4"
"R7-0201",NA,"OR971581","Canis lupus familiaris","brain",NA,"date_collected",NA,NA,NA,"Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971581","AL_Asian_SEA4"
"R7-0185",NA,"OR971580","Canis lupus familiaris","brain",NA,"date_collected",NA,NA,NA,"Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971580","AL_Asian_SEA4"
"R7-0106",NA,"OR971579","Canis lupus familiaris","brain",NA,"date_collected",NA,NA,NA,"Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971579","AL_Asian_SEA4"
"R7-0095",NA,"OR971578","Canis lupus familiaris","brain",NA,"date_collected",NA,NA,NA,"Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971578","AL_Asian_SEA4"
"R7-2022-0010",NA,"OR971577","Canis lupus familiaris","brain","=""28-Feb-2022""","date_collected",NA,NA,NA,"Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999245726,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971577","AL_Asian_SEA4"
"R7-2022-0009",NA,"OR971576","Canis lupus familiaris","brain","=""21-Feb-2022""","date_collected",NA,NA,NA,"Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971576","AL_Asian_SEA4"
"R7-2022-0008",NA,"OR971575","Canis lupus familiaris","brain","=""15-Feb-2022""","date_collected",NA,NA,NA,"Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971575","AL_Asian_SEA4"
"R7-2022-0007",NA,"OR971574","Canis lupus familiaris","brain","=""14-Feb-2022""","date_collected",NA,NA,NA,"Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971574","AL_Asian_SEA4"
"R7-2022-0004",NA,"OR971573","Canis lupus familiaris","brain","=""02-Aug-2022""","date_collected",NA,NA,NA,"Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999245726,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971573","AL_Asian_SEA4"
"R7-2022-0003",NA,"OR971572","Canis lupus familiaris","brain","=""26-Jan-2022""","date_collected",NA,NA,NA,"Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999245726,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971572","AL_Asian_SEA4"
"R7-2022-0001",NA,"OR971571","Canis lupus familiaris","brain","=""01-Jul-2022""","date_collected",NA,NA,NA,"Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971571","AL_Asian_SEA4"
"R7-2021-0168",NA,"OR971570","Canis lupus familiaris","brain","=""22-Nov-2021""","date_collected",NA,NA,NA,"Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999245726,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971570","AL_Asian_SEA4"
"R7-2021-0167",NA,"OR971569","Canis lupus familiaris","brain","=""22-Nov-2021""","date_collected",NA,NA,NA,"Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999245726,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971569","AL_Asian_SEA4"
"R7-2021-0163",NA,"OR971568","Canis lupus familiaris","brain","=""11-Dec-2021""","date_collected",NA,NA,NA,"Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971568","AL_Asian_SEA4"
"R7-2021-0162",NA,"OR971567","Canis lupus familiaris","brain","=""11-Oct-2021""","date_collected",NA,NA,NA,"Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971567","AL_Asian_SEA4"
"R7-2021-0161",NA,"OR971566","Canis lupus familiaris","brain","=""11-Sep-2021""","date_collected",NA,NA,NA,"Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971566","AL_Asian_SEA4"
"R7-2021-0160",NA,"OR971565","Canis lupus familiaris","brain","=""11-Sep-2021""","date_collected",NA,NA,NA,"Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999245726,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971565","AL_Asian_SEA4"
"R7-2021-0159",NA,"OR971564","Canis lupus familiaris","brain","=""11-Sep-2021""","date_collected",NA,NA,NA,"Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971564","AL_Asian_SEA4"
"R7-2021-0155",NA,"OR971563","Canis lupus familiaris","brain","=""26-Oct-2021""","date_collected",NA,NA,NA,"Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999245726,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971563","AL_Asian_SEA4"
"R7-2021-0153",NA,"OR971562","Canis lupus familiaris","brain","=""21-Oct-2021""","date_collected",NA,NA,NA,"Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971562","AL_Asian_SEA4"
"R7-2021-0151",NA,"OR971561","Canis lupus familiaris","brain","=""18-Oct-2021""","date_collected",NA,NA,NA,"Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999245726,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971561","AL_Asian_SEA4"
"R7-2021-0150",NA,"OR971560","Canis lupus familiaris","brain","=""13-Oct-2021""","date_collected",NA,NA,NA,"Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971560","AL_Asian_SEA4"
"R7-2021-0149",NA,"OR971559","Canis lupus familiaris","brain","=""13-Oct-2021""","date_collected",NA,NA,NA,"Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971559","AL_Asian_SEA4"
"R6-2021-5964",NA,"OR971558","Canis lupus familiaris","brain","=""12-sep-2021""","date_collected","San rafael mandurriao","Iloilo city","Iloilo-Ajuy","Iloilo","Iloilo","Region VI (Western Visayas)","Region VI (Western Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971558","AL_Asian_SEA4"
"R6-2021-5961",NA,"OR971557","Canis lupus familiaris","brain","=""12-sep-2021""","date_collected","Domingo","Sara","Iloilo-Sara","Iloilo","Iloilo","Region VI (Western Visayas)","Region VI (Western Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971557","AL_Asian_SEA4"
"R6-2021-5932",NA,"OR971556","Canis lupus familiaris","brain","=""12-jul-2021""","date_collected","M. Chavez","San lorenzo","Guimaras-San Lorenzo","Guimaras","Guimaras","Region VI (Western Visayas)","Region VI (Western Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971556","AL_Asian_SEA4"
"R6-2021-4965",NA,"OR971555","Canis lupus familiaris","brain","=""27-oct-2021""","date_collected","Zone 1 calumpang molo","Iloilo city","Iloilo-Ajuy","Iloilo","Iloilo","Region VI (Western Visayas)","Region VI (Western Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","OR971555","AL_Asian_SEA4"
