"tip","distance","Sample_ID","Case_no","Accession","Host","Sample_type","Preferred_date","Date_source","Barangay","Municipality","Municipality_std","Province","Province_std","Region","Region_std","Latitude","Longitude","Source","Author","Pubmed","Genome_coverage","Host_scientific","Host_common","Host_type","Major_Island","Region_short","phylogenetic_clade","lineage","decimal_date"
"OR971541",0.025002448,"R6-2021-4446",NA,"OR971541","Canis lupus familiaris","brain",2021-10-06,"date_collected",NA,"Barotac nuevo","Iloilo-Barotac Nuevo","Iloilo","Iloilo","Region VI (Western Visayas)","Region VI (Western Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","Western Visayas","AL_Asian_SEA4","Asian SEA4_A1",2021.76164383562
"OR971548",0.024656054,"R6-2021-4703",NA,"OR971548","Canis lupus familiaris","brain",2021-10-19,"date_collected","Mina west pob.","Mina","Iloilo-Mina","Iloilo","Iloilo","Region VI (Western Visayas)","Region VI (Western Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","Western Visayas","AL_Asian_SEA4","Asian SEA4_A1",2021.79726027397
"OR971537",0.024657694,"R6-2019-2940",NA,"OR971537","Canis lupus familiaris","brain",2019-08-29,"date_collected","Poblacion","Jamindan","Capiz-Dao","Capiz","Capiz","Region VI (Western Visayas)","Region VI (Western Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","Western Visayas","AL_Asian_SEA4","Asian SEA4_A1",2019.65753424658
"OR971540",0.024310492,"R6-2021-4431",NA,"OR971540","Canis lupus familiaris","brain",2021-10-05,"date_collected","Kirayan","Miagao","Iloilo-Miagao","Iloilo","Iloilo","Region VI (Western Visayas)","Region VI (Western Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","Western Visayas","AL_Asian_SEA4","Asian SEA4_A1",2021.75890410959
"R6-21-4600",0.024577096,"R6-21-4600",NA,NA,"Canis familiaris",NA,2021-10-14,"date_collected","Jibao-An","Pavia","Iloilo-Pavia","Iloilo","Iloilo","Western Visayas","Region VI (Western Visayas)",10.76834195,122.5361294,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Visayas","Western Visayas","AL_Asian_SEA4","Asian SEA4_A1",2021.78356164384
"OR971546",0.024397511,"R6-2021-4600",NA,"OR971546","Canis lupus familiaris","brain",2021-10-13,"date_collected","Zone 1 pob.","Tubungan","Iloilo-Tubungan","Iloilo","Iloilo","Region VI (Western Visayas)","Region VI (Western Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","Western Visayas","AL_Asian_SEA4","Asian SEA4_A1",2021.78082191781
"OR971589",0.022781683,"R8-2021-021",NA,"OR971589","Canis lupus familiaris","brain",2021-04-15,"date_collected","Santo niño","Villareal","Eastern Samar-Oras","Samar (Western Samar)","Eastern Samar","Region VIII (Eastern Visayas)","Region VIII (Eastern Visayas)",NA,NA,"vgtk; raddl_correction; manual_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","Eastern Visayas","AL_Asian_SEA4","Asian SEA4_A1",2021.28493150685
"OR971590",0.023465393,"R8-2021-024",NA,"OR971590","Canis lupus familiaris","brain",2021-04-22,"date_collected","Manlabang","Caibiran","Biliran-Caibiran","Biliran","Biliran","Region VIII (Eastern Visayas)","Region VIII (Eastern Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","Eastern Visayas","AL_Asian_SEA4","Asian SEA4_A1",2021.30410958904
"OR971585",0.02310561,"R8-2021-011",NA,"OR971585","Canis lupus familiaris","brain",2021-02-26,"date_collected","Balite","Kawayan","Biliran-Kawayan","Biliran","Biliran","Region VIII (Eastern Visayas)","Region VIII (Eastern Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","Eastern Visayas","AL_Asian_SEA4","Asian SEA4_A1",2021.15342465753
"OR971586",0.023278624,"R8-2021-015",NA,"OR971586","Canis lupus familiaris","brain",2021-03-23,"date_collected","Alegria","Caibiran","Biliran-Caibiran","Biliran","Biliran","Region VIII (Eastern Visayas)","Region VIII (Eastern Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","Eastern Visayas","AL_Asian_SEA4","Asian SEA4_A1",2021.22191780822
"OR971584",0.023192119,"R8-2021-010",NA,"OR971584","Canis lupus familiaris","brain",2021-02-26,"date_collected","Caulangohan (marevil)","Caibiran","Biliran-Caibiran","Biliran","Biliran","Region VIII (Eastern Visayas)","Region VIII (Eastern Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","Eastern Visayas","AL_Asian_SEA4","Asian SEA4_A1",2021.15342465753
"R6-21-4343",0.026915966,"R6-21-4343",NA,NA,"Canis familiaris",NA,2021-01-01,"date_collected","","",NA,"",NA,"Region VI (Western Visayas)","Region VI (Western Visayas)",NA,NA,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Visayas","Western Visayas","AL_Asian_SEA4","Asian SEA4_A1",2021
"OR971544",0.02444314,"R6-2021-4568",NA,"OR971544","Canis lupus familiaris","brain",2021-10-12,"date_collected","Avila","Buenavista","Guimaras-Buenavista","Guimaras","Guimaras","Region VI (Western Visayas)","Region VI (Western Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","Western Visayas","AL_Asian_SEA4","Asian SEA4_A1",2021.77808219178
"R6-4568",0.026979527,"R6-4568",NA,NA,"Canis familiaris",NA,2021-10-13,"date_collected","Avila","Buenavista","Guimaras-Buenavista","Guimaras","Guimaras","Western Visayas","Region VI (Western Visayas)",10.69136331,122.6621626,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Visayas","Western Visayas","AL_Asian_SEA4","Asian SEA4_A1",2021.78082191781
"OR971556",0.024876732,"R6-2021-5932",NA,"OR971556","Canis lupus familiaris","brain",2021-07-12,"date_collected","M. Chavez","San lorenzo","Guimaras-San Lorenzo","Guimaras","Guimaras","Region VI (Western Visayas)","Region VI (Western Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342,"Canis lupus familiaris","Dog","Domestic","Visayas","Western Visayas","AL_Asian_SEA4","Asian SEA4_A1",2021.52602739726
"OR971536",0.023836498,"R6-2019-2722",NA,"OR971536","Canis lupus familiaris","brain",2019-06-17,"date_collected","Igang","Nueva valencia","Guimaras-Nueva Valencia","Guimaras","Guimaras","Region VI (Western Visayas)","Region VI (Western Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","Western Visayas","AL_Asian_SEA4","Asian SEA4_A1",2019.45753424658
"OR971547",0.024514909,"R6-2021-4702",NA,"OR971547","Canis lupus familiaris","brain",2021-10-19,"date_collected","Orong","Kabankalan city","Negros Occidental-Bago City","Negros occidental","Negros Occidental","Region VI (Western Visayas)","Region VI (Western Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","Western Visayas","AL_Asian_SEA4","Asian SEA4_A1",2021.79726027397
"OR971564",0.026994861,"R7-2021-0159",NA,"OR971564","Canis lupus familiaris","brain",2021-11-09,"date_collected","Apas","Cebu city","Cebu-Alcoy","Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","Central Visayas","AL_Asian_SEA4","Asian SEA4_A1",2021.85479452055
"OR971565",0.026821539,"R7-2021-0160",NA,"OR971565","Canis lupus familiaris","brain",2021-11-09,"date_collected","Mabolo","Cebu city","Cebu-Alcoy","Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999245726,"Canis lupus familiaris","Dog","Domestic","Visayas","Central Visayas","AL_Asian_SEA4","Asian SEA4_A1",2021.85479452055
"OR971561",0.027510954,"R7-2021-0151",NA,"OR971561","Canis lupus familiaris","brain",2021-10-18,"date_collected","Ibo","Lapu-lapu city","Cebu-Lapu-Lapu City","Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999245726,"Canis lupus familiaris","Dog","Domestic","Visayas","Central Visayas","AL_Asian_SEA4","Asian SEA4_A1",2021.79452054795
"OR971563",0.027684131,"R7-2021-0155",NA,"OR971563","Canis lupus familiaris","brain",2021-10-26,"date_collected","Looc","Mandaue city","Cebu-Mandaue City","Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999245726,"Canis lupus familiaris","Dog","Domestic","Visayas","Central Visayas","AL_Asian_SEA4","Asian SEA4_A1",2021.81643835616
"OR971577",0.028028228,"R7-2022-0010",NA,"OR971577","Canis lupus familiaris","brain",2022-02-28,"date_collected","Guiwanon","Alcoy","Cebu-Alcoy","Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999245726,"Canis lupus familiaris","Dog","Domestic","Visayas","Central Visayas","AL_Asian_SEA4","Asian SEA4_A1",2022.15890410959
"OR971574",0.027681679,"R7-2022-0007",NA,"OR971574","Canis lupus familiaris","brain",2022-02-14,"date_collected","Casay","Argao","Cebu-Argao","Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Visayas","Central Visayas","AL_Asian_SEA4","Asian SEA4_A1",2022.12054794521
"OR971566",0.028955659,"R7-2021-0161",NA,"OR971566","Canis lupus familiaris","brain",2021-11-09,"date_collected","Guadalupe","Cebu city","Cebu-Alcoy","Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Visayas","Central Visayas","AL_Asian_SEA4","Asian SEA4_A1",2021.85479452055
"OR971559",0.028692493,"R7-2021-0149",NA,"OR971559","Canis lupus familiaris","brain",2021-10-13,"date_collected","Tisa","Cebu city","Cebu-Alcoy","Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","Central Visayas","AL_Asian_SEA4","Asian SEA4_A1",2021.78082191781
"R7-21-161",0.031188506,"R7-21-161",NA,NA,"Canis familiaris",NA,2021-10-18,"date_collected","Pusok","Lapu-Lapu City","Cebu-Lapu-Lapu City","Cebu","Cebu","Central Visayas","Region VII (Central Visayas)",10.29788925,123.9784138,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Visayas","Central Visayas","AL_Asian_SEA4","Asian SEA4_A1",2021.79452054795
"R7-21-149",0.031378407,"R7-21-149",NA,NA,"Canis familiaris",NA,2021-01-01,"date_collected","","",NA,"",NA,"Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"phd",NA,NA,NA,"Canis lupus familiaris","Dog","Domestic","Visayas","Central Visayas","AL_Asian_SEA4","Asian SEA4_A1",2021
"OR971573",0.028631105,"R7-2022-0004",NA,"OR971573","Canis lupus familiaris","brain",2022-02-08,"date_collected","Lanao","Dalaguete","Cebu-Dalaguete","Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999245726,"Canis lupus familiaris","Dog","Domestic","Visayas","Central Visayas","AL_Asian_SEA4","Asian SEA4_A1",2022.10410958904
"OR971572",0.028198089,"R7-2022-0003",NA,"OR971572","Canis lupus familiaris","brain",2022-01-26,"date_collected","Binlod","Argao","Cebu-Argao","Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999245726,"Canis lupus familiaris","Dog","Domestic","Visayas","Central Visayas","AL_Asian_SEA4","Asian SEA4_A1",2022.06849315068
"OR971562",0.028369823,"R7-2021-0153",NA,"OR971562","Canis lupus familiaris","brain",2021-10-21,"date_collected","Pit-os","Cebu city","Cebu-Alcoy","Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","Central Visayas","AL_Asian_SEA4","Asian SEA4_A1",2021.80273972603
"OR971576",0.028021947,"R7-2022-0009",NA,"OR971576","Canis lupus familiaris","brain",2022-02-21,"date_collected","Pardo","Cebu city","Cebu-Alcoy","Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918,"Canis lupus familiaris","Dog","Domestic","Visayas","Central Visayas","AL_Asian_SEA4","Asian SEA4_A1",2022.1397260274
"OR971568",0.028282041,"R7-2021-0163",NA,"OR971568","Canis lupus familiaris","brain",2021-11-12,"date_collected","Poblacion","Compostela","Cebu-Compostela","Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","Central Visayas","AL_Asian_SEA4","Asian SEA4_A1",2021.86301369863
"OR971571",0.02862688,"R7-2022-0001",NA,"OR971571","Canis lupus familiaris","brain",2022-01-07,"date_collected","San nicolas","Cebu city","Cebu-Alcoy","Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","Central Visayas","AL_Asian_SEA4","Asian SEA4_A1",2022.01643835616
"OR971560",0.028453371,"R7-2021-0150",NA,"OR971560","Canis lupus familiaris","brain",2021-10-13,"date_collected","Mabolo","Cebu city","Cebu-Alcoy","Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918,"Canis lupus familiaris","Dog","Domestic","Visayas","Central Visayas","AL_Asian_SEA4","Asian SEA4_A1",2021.78082191781
"OR971569",0.028106764,"R7-2021-0167",NA,"OR971569","Canis lupus familiaris","brain",2021-11-22,"date_collected","Mabini","Cebu city","Cebu-Alcoy","Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999245726,"Canis lupus familiaris","Dog","Domestic","Visayas","Central Visayas","AL_Asian_SEA4","Asian SEA4_A1",2021.8904109589
"OR971567",0.028280036,"R7-2021-0162",NA,"OR971567","Canis lupus familiaris","brain",2021-11-10,"date_collected","Busay","Cebu city","Cebu-Alcoy","Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999161918,"Canis lupus familiaris","Dog","Domestic","Visayas","Central Visayas","AL_Asian_SEA4","Asian SEA4_A1",2021.85753424658
"OR971570",0.028193323,"R7-2021-0168",NA,"OR971570","Canis lupus familiaris","brain",2021-11-22,"date_collected","Mabini","Cebu city","Cebu-Alcoy","Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999245726,"Canis lupus familiaris","Dog","Domestic","Visayas","Central Visayas","AL_Asian_SEA4","Asian SEA4_A1",2021.8904109589
"OR971575",0.029413791,"R7-2022-0008",NA,"OR971575","Canis lupus familiaris","brain",2022-02-15,"date_collected","Dawis norte","Carmen","Cebu-Carmen","Cebu","Cebu","Region VII (Central Visayas)","Region VII (Central Visayas)",NA,NA,"vgtk; raddl_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999664767,"Canis lupus familiaris","Dog","Domestic","Visayas","Central Visayas","AL_Asian_SEA4","Asian SEA4_A1",2022.12328767123
"OR971592",0.028300388,"R9-2019-311",NA,"OR971592","Canis lupus familiaris","brain",2019-10-09,"date_collected","Dicayas","Dipolog city","Zamboanga del Norte-Dipolog City","Zamboanga del Norte","Zamboanga del Norte","Region IX (Zamboanga Peninsula)","Region IX (Zamboanga Peninsula)",NA,NA,"vgtk; raddl_correction; manual_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999329534,"Canis lupus familiaris","Dog","Domestic","Mindanao","Zamboanga Peninsula","AL_Asian_SEA4","Asian SEA4_A1",2019.7698630137
"OQ326780",0.030711643,"18-194",NA,"OQ326780","Canis lupus familiaris","brain",2018-01-01,"date_collected","Calinan","Davao","Davao del Sur-Sulop","Davao del Sur","Davao del Sur","Region XI (Davao Region)","Region XI (Davao Region)",NA,NA,"vgtk; manual_correction","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311,"Canis lupus familiaris","Dog","Domestic","Mindanao","Davao Region","AL_Asian_SEA4","Asian SEA4_A1",2018
"OQ326753",0.030623436,"18-116",NA,"OQ326753","Canis lupus familiaris","brain",2018-01-01,"date_collected","Tugbok","Davao","Davao del Sur-Sulop","Davao del Sur","Davao del Sur","Region XI (Davao Region)","Region XI (Davao Region)",NA,NA,"vgtk; manual_correction","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311,"Canis lupus familiaris","Dog","Domestic","Mindanao","Davao Region","AL_Asian_SEA4","Asian SEA4_A1",2018
"OQ326740",0.030798938,"19-004",NA,"OQ326740","Canis lupus familiaris","brain",2019-01-01,"date_collected","Talomo","Davao","Davao del Sur-Sulop","Davao del Sur","Davao del Sur","Region XI (Davao Region)","Region XI (Davao Region)",NA,NA,"vgtk; manual_correction","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311,"Canis lupus familiaris","Dog","Domestic","Mindanao","Davao Region","AL_Asian_SEA4","Asian SEA4_A1",2019
"OQ326763",0.031149295,"19-045",NA,"OQ326763","Canis lupus familiaris","brain",2019-01-01,"date_collected","Talomo","Davao","Davao del Sur-Sulop","Davao del Sur","Davao del Sur","Region XI (Davao Region)","Region XI (Davao Region)",NA,NA,"vgtk; manual_correction","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311,"Canis lupus familiaris","Dog","Domestic","Mindanao","Davao Region","AL_Asian_SEA4","Asian SEA4_A1",2019
"OQ326754",0.030712083,"18-103",NA,"OQ326754","Canis lupus familiaris","brain",2018-01-01,"date_collected","Talomo","Davao","Davao del Sur-Sulop","Davao del Sur","Davao del Sur","Region XI (Davao Region)","Region XI (Davao Region)",NA,NA,"vgtk; manual_correction","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311,"Canis lupus familiaris","Dog","Domestic","Mindanao","Davao Region","AL_Asian_SEA4","Asian SEA4_A1",2018
"OQ326771",0.030710328,"18-225",NA,"OQ326771","Canis lupus familiaris","brain",2018-01-01,"date_collected","Talomo","Davao","Davao del Sur-Sulop","Davao del Sur","Davao del Sur","Region XI (Davao Region)","Region XI (Davao Region)",NA,NA,"vgtk; manual_correction","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311,"Canis lupus familiaris","Dog","Domestic","Mindanao","Davao Region","AL_Asian_SEA4","Asian SEA4_A1",2018
"OQ326767",0.030886948,"18-135",NA,"OQ326767","Canis lupus familiaris","brain",2018-01-01,"date_collected","Talomo","Davao","Davao del Sur-Sulop","Davao del Sur","Davao del Sur","Region XI (Davao Region)","Region XI (Davao Region)",NA,NA,"vgtk; manual_correction","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311,"Canis lupus familiaris","Dog","Domestic","Mindanao","Davao Region","AL_Asian_SEA4","Asian SEA4_A1",2018
"OQ326757",0.030108425,"18-092",NA,"OQ326757","Canis lupus familiaris","brain",2018-01-01,"date_collected","Talomo","Davao","Davao del Sur-Sulop","Davao del Sur","Davao del Sur","Region XI (Davao Region)","Region XI (Davao Region)",NA,NA,"vgtk; manual_correction","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311,"Canis lupus familiaris","Dog","Domestic","Mindanao","Davao Region","AL_Asian_SEA4","Asian SEA4_A1",2018
"OR971629",0.031508165,"R11-2021-68",NA,"OR971629","Canis lupus familiaris","brain",2021-12-07,"date_collected","Tugbok proper","Davao city","Davao del Sur-Malita","Davao del Sur","Davao del Sur","Region XI (Davao Region)","Region XI (Davao Region)",NA,NA,"vgtk; raddl_correction; manual_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999497151,"Canis lupus familiaris","Dog","Domestic","Mindanao","Davao Region","AL_Asian_SEA4","Asian SEA4_A1",2021.93150684932
"OQ326769",0.030268542,"18-224",NA,"OQ326769","Canis lupus familiaris","brain",2018-01-01,"date_collected","Poblacion","Davao","Davao del Sur-Sulop","Davao del Sur","Davao del Sur","Region XI (Davao Region)","Region XI (Davao Region)",NA,NA,"vgtk; manual_correction","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311,"Canis lupus familiaris","Dog","Domestic","Mindanao","Davao Region","AL_Asian_SEA4","Asian SEA4_A1",2018
"OQ326772",0.03044149,"18-147",NA,"OQ326772","Canis lupus familiaris","brain",2018-01-01,"date_collected","Buhangin","Davao","Davao del Sur-Sulop","Davao del Sur","Davao del Sur","Region XI (Davao Region)","Region XI (Davao Region)",NA,NA,"vgtk; manual_correction","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311,"Canis lupus familiaris","Dog","Domestic","Mindanao","Davao Region","AL_Asian_SEA4","Asian SEA4_A1",2018
"OR971633",0.031019256,"R11-2022-15",NA,"OR971633","Canis lupus familiaris","brain",2022-02-15,"date_collected","Visayan vill.","Tagum city","Davao del Norte-Tagum City","Davao del Norte","Davao del Norte","Region XI (Davao Region)","Region XI (Davao Region)",NA,NA,"vgtk; raddl_correction; manual_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999580959,"Canis lupus familiaris","Dog","Domestic","Mindanao","Davao Region","AL_Asian_SEA4","Asian SEA4_A1",2022.12328767123
"OR971626",0.031592862,"R11-2021-02",NA,"OR971626","Canis lupus familiaris","brain",2021-01-06,"date_collected","Padada","Padada","Davao del Sur-Padada","Davao del Sur","Davao del Sur","Region XI (Davao Region)","Region XI (Davao Region)",NA,NA,"vgtk; raddl_correction; manual_correction","Cruz,J.L., Gonzales,R.M.C., Azul,R.R., Pena,R.C.D.",NA,0.999413342,"Canis lupus familiaris","Dog","Domestic","Mindanao","Davao Region","AL_Asian_SEA4","Asian SEA4_A1",2021.01369863014
"OQ326776",0.030267393,"18-144",NA,"OQ326776","Canis lupus familiaris","brain",2018-01-01,"date_collected","Buhangin","Davao","Davao del Sur-Sulop","Davao del Sur","Davao del Sur","Region XI (Davao Region)","Region XI (Davao Region)",NA,NA,"vgtk; manual_correction","Bacus,M.G., Buenaventura,S.G.C., Mamites,A.M.C., Elizagaque,H.G., Labrador,C., Delfin,F.C., Eng,M.N.J., Lagare,A.P., Marquez,G.N., Murao,L.A.E.",33878454,0.988937311,"Canis lupus familiaris","Dog","Domestic","Mindanao","Davao Region","AL_Asian_SEA4","Asian SEA4_A1",2018
